Title,Star Rating,Review,Helpfulness
 Half the jar was solidified,2,"I wanted to make some protein bars at home that were lower calorie and didn't have all the fillers, and the recipe called for coconut oil. I used subscribe & save - so it was cheap. I was expecting a glass jar, but was disappointed when it arrived in a plastic jar (BPA, anyone?). From the outside, it looked like the oil had separated and that some had settled in the bottom. When I stuck a spoon in, I found it was hardened/had solidified on the bottom. I was able to break it up into smaller chunks, but it wouldn't dissolve. The oil I was able to get out of it worked, but I'm disappointed with the quality of the one I received. Too cheap to be worth returning. …",1 out of 15 users found this review helpful
 Perfect Dog Food,5,"My Pomeranian has a very sensitive digestive system and I could never find a food that I knew would provide him both great nutrition, taste and no allergic reaction. Until this canned food ----- that is. He loves it and it is made so well. You can tell there are no fillers in it by the appearance and texture. In fact, when you read the ingredients there is only Turkey Brown Rice and Vitamins. I encourage anyone who is thinking about ordering this food to give it a try. Your pooch will be glad you did. …",12 out of 12 users found this review helpful
" Filler food is empty, leaves your cat always needing more",1,"This review will make me sound really stupid, but whatever. I don't really care as long as people find out what's real and can avoid my mistakes. I got my wonderful little sweet Bella Bean when she was a few days shy of three years old. She had been bounced around from house to house and eating whatever was cheap. I have had cats around me my entire life, for about twenty-five years now. My mother always just fed them whatever, the kinds of food you buy in the supermarket - Friskies, Nine Lives, Kit & Kaboodle, stuff like that. And our cats were always fine, at least in terms of their eating habits. They would eat in the morning, stop when they were done, come back, and eat some more when they got hungry. My housemate at the time was working for Hill's and assured me that this was the best food ever made, so great, so on and so forth. I now know that she is an utter buffoon, but I initially trusted her judgment, which is so unfortunate because she doesn't think. She also had plenty of coupons for free or deeply discounted bags, which made it a much more attractive choice. I first tried feeding the little Bean an unmeasured amount of Science Diet in a bowl, but that didn't work, as she would devour it in one sitting. So then I took to measuring it, and she did the same thing. Then I started parsing it out to twice a day. That didn't work either, because she would start going crazy in the middle of the day, running around, intentionally destroying things, deliberately spilling her water, crying, etc., until she got more food. So then I split it into three servings. Same thing. Then it got to be four servings. That was a little better, but it was too much maintenance and unrealistic to be around every day to feed her four times. So then it went back to three. All the while, I was trying to reduce the amount of food I was feeding her to less than 3/4 of a cup because she was a little chubby. Reducing was hell. She became even more hungry, but I figured she would get used to it. Not really. For over a year, she would wake me up every morning looking for food in a serious way, knocking things off my desk, ripping up any paper she could find, scratching at the door and committing general acts of mischief. As soon as she got food, she was back to her sweet self, but only for three or four hours. We thought she was bored, we thought she was a little nutty, and maybe even had a kitty eating disorder. She always wanted food. It was kind of funny but in the end it was just sad. A few weeks back, we took her to a new (good, non-money factory) vet for her second checkup since I've had her. I talked with him about her being always hungry. He asked what she ate, and I told him the adult indoor Science Diet. Without saying as much, he basically told me that this food is garbage and I should look for something else. He said cat food should have a protein followed by a carbohydrate as the first two ingredients. Science Diet does, in a very loose, by-product kind of way - ground up slaughterhouse leftovers and corn dust. Then they put a bunch of vitamins in it to make it ""healthy,"" instead of just using good ingredients from the beginning. Not that I care about spending money on the Bean, but this food is way too expensive for what it is. So we began transitioning her onto Wellness indoor formula about two weeks ago. She is still eating 50 percent Science Diet with 50 percent Wellness (you really shouldn't just give a cat different food one day out of the blue) but SHE NEVER FREAKS OUT ANYMORE. It's amazing. And it's 100 percent because she is eating real food now, along with that sawdust and chicken hearts I still regrettable have to feed her. We have her down to eating twice a day, only 1/3 cup in TOTAL. She was eating three times a day, 5/8 of a cup in total. Now she eats some in the morning, walks away, eats some more a few hours later, and then looks for dinner about twelve hours after her initial feeding. No more knocking things over, no more trashing Dad's papers on the desk, no more howling, no more deliberately spilled water on the floor. It's incredible. I feel so bad that I was doing this to her for so long. We really thought she was just being dramatic or whatever. But no, she was genuinely hungry because she wasn't eating any real food. Do your cat a favor - buy her or him so food made with real ingredients, things you would eat - Wellness, Halo, Innova, Evo, whatever. Figure it out for yourself, but please don't feed your cat this. It's garbage. …",6 out of 14 users found this review helpful
 YUUUMMMMMMMMMY,5,"Thanks to our purchase of a Keurig, I am a converted coffee drinker. Timothy's German Chocolate Cake is my absolute favorite. A delectable blend of warm caramel and coconut gives this coffee a deliciously sweet note while retaining a medium-bodied blend. It isn't too sugary - it's just right! In fact, my hubby and his coworkers all claim this as their number one flavored coffee too. It is scrumptious. …",28 out of 28 users found this review helpful
 Nespresso coffee,5,Nesspresso's expresso capsules are the best. The different flavors has very distinctive aroma and taste so much better than the coffee house that I used to spend a large amount of money to buy them every morning. I highly recommended. …,0 out of 13 users found this review helpful
 Foutchie approved!!,5,"My cat Foutchie is heading toward 5 now and no one told her the trouble with a kitten is it eventually becomes a cat (so take that Ogden Nash!). She still voom-voom-vooms around at a pace that makes me exhausted. She loves toys, especially stuff she chases. So the bubbles are great full. Especially since they are catnip bubbles. You don't have the worry about them getting soap on them and making them sick. She love jumping high to pop them.<p>So if you are looking for something to awaken the kitten in your kitty, you might try these. …",20 out of 21 users found this review helpful
 Refuting the 2-Star Review.,5,"Not trying to start an online debate, but I fear the previous 2-star review is discouraging many consumers from buying this product for no good reason. I have been feeding my dogs Holistic Select for about a year after switching from Purina Beneful (which IS one of the unhealthy dog foods referred to in the 2-star review). I have seen noticeable improvement in their coat, skin, muscle mass and energy levels, not to mention more consistent and less waste matter. Those who read the above review, please do your own research before taking this reviewer for their word. Holistic Select is most definitely a premium dog food. I completed quite a bit of research between Holistic Select, Orijen and Lotus brand dog foods, and though Orijen proved to have higher protein content (which is best for most breeds), I decided on Holistic Select Lamb because my Dalmatian requires lower protein due to an inadequate ability to process purines which results in kidney stone formation. So, to those reading, yes the above review is extremely accurate for most retail store brand dog foods, (even when marked ""natural""), but I would not classify Holistic Select in the same category as those. Do your research. The Dog Food Advisor ([...]) is a great place to start comparing dog food brands. A food description and ingredient breakdown is provided for each brand listed, along with a 1-5 star rating. Holistic Select Dry Dog Food received 4-stars out of 5, classifying it as a premium dog food, while Purina Beneful Dry received 1-star. Reference the links below: [...] …",19 out of 20 users found this review helpful
 does not work-causes loose bowles,2,I have been taking this for several days on the advice of my acupuncturist and it has not had any effect on my chronic muscle pain and also has caused me to have loose bowls when going number 2 in the bathroom. does anybody know of a product that can help get lactic acid build up out of muscles? …,2 out of 12 users found this review helpful
 Let me know when you post the ingredients list!,2,"Like others, I cannot order this product w/o an ingredients list. Superstore, people with food allergies, intolerances, or other dietary restrictions need complete information! Thank you and please resend the G-F for Betty Crocker notice when ingredients lists are included. …",3 out of 24 users found this review helpful
 Save your money buy at Babies R Us,3,This same package costs 8.99 at baby's R us. Save your money. Asside from that the product works great and is very nice not to have the BPA and toxic chemicals in your little ones food. …,20 out of 23 users found this review helpful
 Good coffee...perhaps bad shipping?,3,"We owned a bed and breakfast for many years and the coffee we used daily was Cafe Bustelo. The flavor was rubust and not bitter...just good coffee that 95% of our guests thoroughly enjoyed. Recently, I ordered 8 packs from Superstore, and only 2 of the 8 arrived in their vacuum brick...the others seemed to have not been sealed well. This had never occurred before. The coffee in the sealed packs is the delicious flavor that is known, but the unsealed packs has given the coffee a bad flavor...who knows how long the vacuum was broken before arriving at our home. I will purchase this coffee again...but from the Cuban Market. …",12 out of 14 users found this review helpful
 Very Nice Medium Roast Flavor,4,"To cut to the chase, this produces a very good MEDIUM roast style cup of coffee...period. Some folks tend to compare all coffees to one another no matter what the bean is and how it's roasted. I do roast my own green beans (home roaster) when I brew a pot of coffee every morning and use the K-Cups when only a single cup is needed. If you don't like that 'in your face' dark roast, dense, heavy style of coffee in the morning (or any time for that matter) this is definitely the coffee for you. It's not bitter, a bit floral, with a true pure coffee taste. Does it match Dunkin Donuts style coffee in taste? I'd say YES to that when using the middle cup size setting on the Keurig brewer....which I use for folks that take milk in their cup, I use the larger cup setting because I drink my coffee black and like that taste profile. The new packaging is OK (you get 2 extra K-Cups for the $$) as long as you have the room in your kitchen to store the larger single box....as opposed to storing the two 24 cartridge boxes. NOTE: The description of this coffee uses the words ""Medium Extra Bold"" in it's packaging as opposed to the two 24 boxes version which lead me to think there was now two DIFFERENT varieties of this Donut Shop coffee....so I ordered both (wanted 98/100 anyway) but it turns out that both were the same. Superstore should correct that description and take out 'Extra Bold' so they match each other. …",454 out of 462 users found this review helpful
 bait and switch,1,"Ordered ""Dark Magic K-Cup - Box of 2"". Therefore should be each box of 24 x 2 = 48 K-cups. I only received 1 box of 24. The company changes its name frequently and sends wrong quantity. Beware of non- Superstore sellers. Superstore contacted and will investigate the fraud. However, Superstore has easy return process. …",10 out of 21 users found this review helpful
 Nothing that can't be fixed.,4,"Perhaps it's because I live in northern Canada (although that shouldn't be an excuse), but it took a few days for the product to be shipped. Once, however, it was, it arrive on the last day of the projected delivery day. No complaints. …",0 out of 19 users found this review helpful
