Title,Star Rating,Review,Helpfulness
 These Apricots Aren't Dried Properly,1,"One star. These Apricots aren't dried all the way through. Some of them were fine, but others were wet inside and tasted off. They gave me a stomach ache and the runs. They were even stored in the refrigerator after opening. I ended up throwing out the rest of the first package. I thought I just had gotten a bad batch. When I went to open the second bag, I noticed that two of the remaining bags (out of the 6 pack) were fat with air - like they could explode eventually. That is bacteria inside giving off their gaseous byproduct. If you've ever seen a can of food that wasn't properly canned, you'll know what I mean. They can rupture. I threw out the remaining bags because Superstore only has a thirty day return policy. Don't waste your money! There are better dried fruits out there that won't make you sick. …",15 out of 17 users found this review helpful
 tasty Maybe beneficial,5,"My midwife recommended this product, and I drank it throughout my second and third trimesters. My labor was slow, but I experienced nothing you might really call pain (pressure and some discomfort) all the way to 9 centimeters. Then I pushed 3 times and my son was born. I'm not saying for sure that it was the tea...but I didn't have labors like this with my other two. At any rate, it's tasty and not harmful. Just remember to tell your midwife or doctor that you're using it. I still drink it just cause I like it. …",18 out of 18 users found this review helpful
" great yeast, but be aware that you're using mutants",5,"This is really good stuff. Last long in the fridge, works great in machines, and there's no need for proofing (adding water to Active Dry yeast, and some flour, and letting it sit for a while before adding it to the rest of the mixture). Two things to remember: 1. When using this, mix it well into the dry ingredients. If you just dump it into the water, it may clump together and you wind up with a clump of yeast in your bread. If you're using a bread machine, no worries, because if you follow the machine instructions (making a little ""volcano"" in the flour, putting yeast in the volcano hole) it'll do it for you. 2. make no mistake, you're using mutant yeast. Instant yeast is created through protoplast fusion, where two different strains of yeast are combined into one. One of the types is usually a mutant yeast to begin with. any difference, health or taste wise? dunno. but once in a while i like to use cake yeast (the high-moisture ""fresh"" kind), or sourdough from my own starter (look on the net for instructions on how to make starters), and i like to think that i can taste the difference (and human history!) kev …",11 out of 15 users found this review helpful
 I got rocks pebbles from these boxes of black beans,2,The quality of the box content is crappy. I don't know if they are doing this on purpose or not but I found a few rock pebbles in the boxes together with the beans. I'm not talking about 1 or 2 but quite a few and these pebbles are similiar to the size of the beans so just becareful to wash them and look at the beans carefully before cooking them. …,6 out of 13 users found this review helpful
 Two Paws Up!,5,"My two cats are, I admit, rather spoiled as far as food goes. I usually feed them Indigo Moon, Weruva and Tiki Cat, and as a consequence they eat a better quality diet than most people do. It's worth it though, everyone who meets them comments on how glossy their fur is. I decided we would give BFF a try as the ingredients list meets my standards and the price seemed right, and I must confess I really liked the label (yes I am that shallow) but I was a little apprehensive about how my two four footed food critics would react. It's probably because I indulge them so much but they are very picky eaters and will turn their backs on any wet food that doesn't please them. But I needn't have worried, they loved it! The Tuna Too Cool is a rich-looking, reddish pate with lots of jelly on top and my twosome were wolfing their portions down and got into a bit of a scuffle over the last couple of mouthfuls. They have no higher praise. …",24 out of 25 users found this review helpful
 need to tell people the ingredients,3,Most of the cheese was awesome- however they should warn people that there is goat and sheep milk cheese incldued... …,2 out of 22 users found this review helpful
 The Cure,5,"It is the 11th of May, 2011. My doctor has just informed me that my Jimmies are terminally rustled. I had no idea how to react. Would any reaction I had be legitimate? Or would it be tainted by the state of my Jimmies? I've been living with RJS (Rustled Jimmy Syndrome) for almost a year now. I've tried more ""cures"" than would intimidate even a cancer patient. At first I tried wearing a three-wolf shirt. It helped with my self-esteem, but it didn't do anything about my Jimmies. I even tried buying a $2,000 HDMI cable, hoping the multidimensional X-Rays that would be exuding from my television would be enough to unrustle my Jimmies on a molecular level. That was $2,000 wasted. I had no hope. That is, until I found Gorilla Munch. The primary ingredient in Gorilla Munch, Love(tm), provided high enough levels of necessary nutrients to unrustle even my Jimmies! After consulting my doctor, I've received the news that the rustling in my Jimmies is in regression, and I should expect to have completely unrustled Jimmies by August 2012. I cannot thank this cereal enough for what it's done for me. …",72 out of 72 users found this review helpful
 AWFUL!  there's better out there....,1,"My family has celiac disease and we were thrilled when a major company came out with a gluten-free version of their cakes. However, Betty Crocker's GF chocolate cake was not very good. The best gluten-free chocolate cake we've ever tried is the Gluten-Free Pantry's Decadent Chocolate Cake Mix. No comparison. Betty Crocker's had an ""off"" taste and nobody would finish it. I can serve the Gluten-Free Pantry's cake to everyone and nobody suspects it's gluten-free. Very disappointed in Betty Crocker. …",15 out of 22 users found this review helpful
 Suprisingly good.,4,"Walden Farms salad dressings are a hit and miss. Some of them are a bit off, and some of them are really good, so I decided to try 'Asian' and was delighted. Wasn't sure what I was expecting, but the taste is very much like soy sauce with a slightly thicker consistency. I love to pour it over chicken or fish and then pop it in the oven. The only downsides have nothing to do with the quality/taste. 1, Sodium. This is to be expected with most salad dressings. If you eat it in moderation it shouldn't be an issue, but since it's zero calorie, some people think it's ok to pile it on. This isn't the case. 2, Price. The price tag might turn off the average consumer, but for me it's a trade off for the taste that I love and the zero calories/zero sugar advantages. If you're curious, and just want to try it out, I say go for it. If you're a dieter and are looking for a serious way to cut calories, I say DEFINITELY try it out. …",12 out of 14 users found this review helpful
 Doxies favorite,5,We have six assorted sized dachshunds all heavy chewers. This is the favorite toy/treat of all six. Even though there are always more than enough bones to go around they always want the bone another dog has. They will patiently watch each other and as soon as the one chewing on bone loses interest they will swoop in and grab the bone for themselves. They all get excited when we open a new pack. We buy the three pack. …,16 out of 16 users found this review helpful
