Title,Star Rating,Review,Helpfulness
" Not what it's made out to be, unfortunately",1,"I purchased this soda from my local health food store, thinking that because it came from a health food store and claimed to be 'natural', that it didn't use GMO ingredients (yes, I know, I was naive, lol) . After reading some of the comments here, especially the one about the ingredients not being as advertised by the company, I decided to do some research. I ended up emailing the company and asking them why they used erythritol and where their erythritol source came from. The response that I received appears below. I don't appreciate marketing that is designed to mislead consumers by throwing the word 'natural' around like this product does. I have enough labels to sift through to try to remove GMO from my diet. Figured I'd pass the info on. Hi Joanna, Erythritol is 100% natural. It occurs naturally in grapes, melons, pears, corn to name a few sources. It is made through a fermentation process like yeast. Erythritol has no calories and no effect on blood sugar levels. The reason we blend stevia (hundreds of time sweeter than sugar) with erythritol (only 70% the sweetness of sugar) is because the combination yields a natural sweetness that tastes like sugar. Using either sweetener alone would not please the palate like Zevia does. ------------------ Hi Joanna, Zevia is always considering ingredients that are safe for personal safety and health and that of our environments. Our erythritol is not certified Organic by the USDA and is not certified GMO-Free and is made from corn. Zevia does seek out suppliers of GMO-free ingredients when they are available in the market and when it is a viable alternative, but we cannot make the claim that all of our ingredients are GMO-free. We promise that we will continue to explore ingredient alternatives when available and will always choose to do right by our customer and the environment. …",10 out of 12 users found this review helpful
 excellent product,5,"This product came to me expediently and when I opened the package it was exactly as ordered Ceylon Cinnamon, I never knew the difference until I received this package. It is sweet, aromatic and great for naptime. thanks …",16 out of 17 users found this review helpful
 Simply delicious flavor!,5,"I have been using butter ghee for cooking purposes, and found this product on Superstore. The color is much darker than the grocery store product I had been using, and this product has a richer flavor as well. I have been buying grassfed butter online as well, and it's clear there is a flavor difference. I would recommend this product and will continue to buy it for cooking. Butter is good for bread, ghee is better for cooking, and grass-fed is the best! …",29 out of 29 users found this review helpful
 Not from the Pacific Coast,3,"I'm sure that the fruit and nuts are just fine. But, if for example, you want to buy fruit and nuts that were grown in the Golden State instead of just packed there, you should know that on the label on the back it says that it's from Argentina, another country I've forgotten, and the USA. No mention of California at all. …",11 out of 12 users found this review helpful
 Ingredients,5,"For those with food allergies, here is a list of ingredients: Whole hard red winter wheat, long grain brown rice, barley, triticale, oats, rye, buckwheat, sesame seeds, evaporated cane juice crystals, soy protein concentrate, brown rice syrup, chicory root fiber, almonds, whole oats, whole flaxseed, expeller pressed canola oil, honey, salt, natural flavor, mixed tocopherols (natural vitamin E) for freshness. Contains wheat, soy, and almond ingredients. I also find this cereal to be absolutely delicious! …",14 out of 16 users found this review helpful
 Enjoyed it!,5,I just recently tried this brand and found it to be very good and flavorful. I didn't find it to taste like an instant coffee at all and the Dark Roast was my favorite. I'd definitely recommend trying it. …,2 out of 15 users found this review helpful
 Disgusting!,1,This tea tastes nasty. Maybe I just dont like sage but it made me gag! …,1 out of 13 users found this review helpful
 Great coffee but....,3,This is a great coffee nice and bold and not to bitter and a great cost (with the monthly subscription). Here is the problem why it doesn't get 5 stars for me. I have had some boxes that the edge of the pod gets sealed in between the two layers of the wrapper making imposable to get the pod out of the wrapper with out tearing the pod and making it useless. I have had as many as 10 out of 18 in a box do this also I have had some boxes that are perfect. I think with a little more quality control Melitta would have a 5 star product here. …,19 out of 19 users found this review helpful
 Nutiva Coconut oil,5,"There is absolutely nothing better in the world for your health then pure, virgin coconut oil. Research it and when you buy, buy it HERE. The cost with free shipping is the BEST in the world. Superstore has a lot to offer and has never disappointed me. The benefits of this oil are endless. Your skin, hair, cholestrol, blood pressure, liver & kidneys will all benefit from having 3 tablespoons per day. It also helps you lose weight as it stasbilizes your metabolism! You can also use this as a moisterizer on your skin directly. Skin rashes, psoriasis, excema (SP), will all be greatly and naturally treatd with this. I promise! …",24 out of 24 users found this review helpful
 27 Baby Rattlesnakes to a pound?,3,"12 flavors of bears sounds wonderful, but I'm a bit puzzled by the Product Feature of ""27 Baby Rattlesnakes to a pound."" Perhaps its just me, but I prefer my Gummi Bears sans rattlesnakes, no matter whether baby or full-grown. [This review refers to a product feature that has been removed since publication.] …",7 out of 14 users found this review helpful
" I hate coconuts, but I love this!",5,"I'm not one to write reviews, only when I love / hate the product and for one thing, I HATE coconuts. However, I first tried the passion fruit flavored Zico and thought, this doesn't taste like coconuts at all! I loved the taste and soon got addicted to how good I felt post workouts. I tried the other mango flavor, and liked it too, so thought I'd venture to the natural coconut one. To my surprise, it wasn't what I remembered coconuts tasted like, in fact, it was more refreshing than the other flavors! I love the new bottle Zico has come out with, it makes drinking and cooling Zico so much easier. The Lime and Pomberry additions are amazing! The bottles make traveling with it easier, and now, I don't have to drink in one sitting. Best time to drink a Zico though is after a hard night of partying. I don't know what it is, but after a night of drinking, I always reach for a Zico and the next morning, its as if nothing happened the night before. I'm a firm believer in the natural remedies of coconuts now, post workout, post drinking, post anything where you exert energy. I still won't eat a real coconut, but I will drink a Zico. I've tried the other brands out there and cannot stomach it, but for some reason, love Zico. …",6 out of 13 users found this review helpful
