Title,Star Rating,Review,Helpfulness
 BEST COFFEE IVE EVER HAD,5,I bought the coffee originally because i liked the idea of an organic coffee that was french roasted. i like a strong cup of coffee and this coffee provides that as well as one of the best aromas and tastes of any cup of coffee ive ever had. I use this coffee with an inexpensive grinder and a nice percolator. This coffee is absolutely worth the price. …,27 out of 29 users found this review helpful
 Wonderful to blend into power shakes or hot drinks,5,"I love this product. I add it to protein/whey/yogurt shakes, and to give a more chocolatey kick to hot chocolate. I take only half of the cheap hot chocolate mix and add a spoonful of this chocolate. The resulting hot chocolate is much richer and not nearly so sweet. I also use it with Acai powder (Sambazon or Superstore Thunder) and add one or two drops of stevia. Acai/Chocolate blend is really the best for mental energy, not just physical energy; It helps me focus for studying, writing, or problem-solving. This powder is a bit coarse, so it works better in cold drinks if shaken or blended, and in hot drinks you need to stir a few more times than usual. This a good price in a two-pack. …",23 out of 24 users found this review helpful
 The facts about Agave,5,"We all know that too much sugar, or fructose, is bad for you. And that includes agave, which is concentrated fructose. However, I like the taste of agave, especially as compared to other sugar substitutes, and I can use less of it than sugar (see below). It has a lower glycemic index (meaning the body metabolizes it slower reducing the risk of an insulin spike), and it is natural rather than chemically engineered like high fructose corn syrup. The key to all sugars is moderation. Unfortunately, almost all baked or processed foods that we buy are loaded with sugars, especially high fructose corn syrup. At least by baking my own foods I can have more control over my family's sugar consumption and I am happy to have found agave so that when I do occasionally bake sweets, at least I can use less of it. Raw organic blue agave is not chemically processed as some have indicated. It is the pure juice from the blue agave plant. The juice is extracted by stripping the leaves of the plant, then chopping up the bulbous base of the plant which is heated to no more than 118° to get the juice flowing. The actual extraction is accomplished through centrifugal force and the juice obtained is then bottled. (I should mention there are other processes that can be used which would entail heating to a higher temperature, but which still results in juice without additives--although any natural enzymes would be killed at higher heat.) Blue agave has a glycemic index of 11 as compared to sugar which is 68-85. Calories are the same as sugar but it takes half as much to three quarters as much agave to be as sweet as sugar, meaning less calories for the same sweetness. Compare this process to how High Fructose Corn Syrup is made. Corn kernels are soaked in warm water along with sulfur dioxide (a toxic gas). This makes it easier to separate the starch, hull, protein and oil components. The kernals are then milled wet to remove the oil. The remaining corn starch is washed. Next, three types of genetically-engineered enzymes are added to the resulting starch and water mixture. This breaks down the starch into glucose and fructose to create the desired balance of the two. The final step is an evaporation process to obtain the desired consistency. So, you decide. Agave, (which does retain some minerals and nutrients found in the agave plant), highly refined table sugar with no nutrients, chemically engineered high fructose corn syrup, chemical sugar substitutes, which may have side effects or health risks, or other sweeteners such as Stevia, which is natural but leaves a bitter aftertaste? …",43 out of 46 users found this review helpful
 This stuff is absolutely NASTY!!,1,"I have no idea who is submitting the 5* reviews here, but they lost their taste buds years ago. This stuff tastes nothing like salt. It has a horrible bitter after-taste that lingers in your mouth ruining anything it touches. Try it at a restaurant or something before buying it. It even nauseates in cooking or in recipes requiring any significant amount of salt. If you are on a salt free diet, find something else. Yuk! With a capital Yuk!! =============UPDATE===================== I have found one use for this. In cooking, with tomato sauce, if you mix it with real salt, you need much less salt. The tomato sauce appears to nullify the bitterness somehow. So, if you like pasta with sauce but have to cut down on salt intake, perhaps this is the answer for that. But it is NO salt shaker for the table. …",8 out of 16 users found this review helpful
 Yummy Decaf,5,"Have had Keurig machine nearly a year and tried many coffees. This is a rich, flavorful, but not overly strong coffee. It's a good coffee flavor like this that makes me so glad to have a Keurig. I drink decaf occasionally and want a good decaf to offer friends. Getting a delicious cup of decaf on demand is wonderful. And I will keep ordering this blend. …",28 out of 28 users found this review helpful
 Video Review By a 3-Year-Old: I Like It,4,"<span class=""tiny""> Length:: 1:10 Mins </span>Video Review by 3-year-old Anders: He likes it. His grandma and dad like it too. Our conclusions: 1. Great tasting 2. A little tart; very strong flavor 3. No sugar added, but still pretty sweet and sticky. 4. A new-found favorite. We'll definitely be getting more. …",50 out of 54 users found this review helpful
 Not So Smart,1,Ingredients: High Fructose Corn Syrup and Hydrogenated Oil. Do a search and see what you think. I won't touch this stuff. …,19 out of 20 users found this review helpful
 Gloria Jeans is one of our favorites.,5,Great way to buy k-cups - the box of 50 is perfect and affordable. As for taste - this is one of our favorite brands. The Diedrich columibia blend and coffee people donut shop are also excellent. …,23 out of 24 users found this review helpful
 Fatal,1,"Why aren't there more negative reviews on the site? Greenies are known for the harm they've caused many dogs; just look it up to see for yourself. Years ago, my Pomeranian died due to biting off a chunk of a Greenie bone and having it obstruct her intestine. It was a painful and horrific death and I found out the same thing has happened to many other dogs to the fact that they are full of cellulose fiber. There are many other types of teeth-cleaning bones out there that WON'T seriously injure your dogs. They're probably cheaper as well. …",6 out of 14 users found this review helpful
 don't buy to much,2,This is very good when new. I had a can unopened that was two months past the best buy date. When opened it was full of worms. Do not use for survival storage. …,8 out of 13 users found this review helpful
 Best I've had!,5,"I've tried a lot of gluten free bread mixes, but this one by far has the best taste and texture. It's versatile. I can use the same mix to make bagels as I do for pizza crust and loaves of bread. Going gluten free isn't so terrible, having this product. …",27 out of 27 users found this review helpful
 The worst!!,1,"This has got to be the worst thing I've tasted out of my Keurig, ever!! I couldn't even finish the cup I brewed. I don't really mind that they're not actually K-Cups. Who cares if they get stale? You're not going to want to drink the coffee even if it's fresh. I just wanted to edit to describe the flavor better. It tastes burnt. It tastes like someone put their cigarette out in my coffee. I'm out of my good Timothy's K-Cups so I had to use these again tonight, and once again, I'm bot going to be able to finish it. …",6 out of 16 users found this review helpful
 100% kill rate,5,"I had struggled with gas bombs, flooding & metal traps. These work....in time. I'm far too impatient & frustated by seeing my yard destroyed while gophers out smart the above methods. The Victor black box has been great! I have a 100% kill rate for the last 2 weeks and generally get my gopher within 4 hrs of placing the trap. Also, you can see if the trap has been tripped without disturbing the trap. Unlike the metal jaw style trap, where I had to trip it when pulling it out of the hole (because most of the time I had nothing.) I put a little bit of carrot in the bait hole in the back of the box & so far, I'm very happy. This trap appears more humane in terms of a rapid kill (snaps the spine) & it less messy as the gopher doesn't have any wounds to deal with. It's worth the money. There is no way you are going to lose this thing underground either. …",17 out of 18 users found this review helpful
" Now BPA Free, According to Earth's Best",5,"Here is the response I got to my emailed question about BPA in the lids of their glass jars: While all of our Earth's Best Foods were and are safe; Earth's Best Organic® jarred baby food was converted to packaging that does not use BPA in October, 2011. That satisfies my concerns. They include a 1-800 number if people have further questions: please feel free to contact us at 1-800-434-4246, Monday through Friday from 7AM - 5PM Mountain Time. I don't know why they don't advertise this on the packaging, website, etc. It would reassure a lot of parents! …",13 out of 15 users found this review helpful
 disappointed,1,"I am british and every year I try to get special items for Christmas. I just ate one of these flakes and it was stale and dry. I could not tell what the use by date was as it was in arabic. This is the first time I have used this company, will not use them again. …",9 out of 12 users found this review helpful
 Made in China....if that matters to you,4,"I have made every effort to NOT buy/feed anything made in China to my pet. I researched these duck/sweet potato treats before finally deciding to buy them. Nowhere on the Superstore product page does it tell you where these treats are made, so I searched for the Smokehouse website which claimed that ONLY some of their CHICKEN treats contained chicken from China, but all other products are made in the USA. So, I felt safe in purchasing these duck/sweet potato treats. After opening a bag, and giving them to my dog did I glance at the product origin. Needless to say my dog likes them very much, but I was NOT happy to find PRODUCT OF CHINA on the bag. Boo hiss to Superstore for not putting the product origin on the product page, and to Smokehouse for misleading consumers on their product information website. Why do they do this, because there are customers just like me that care where the product originates. Many of you may not be concerned about this, but I am, and I think it's very misleading not to provide accurate, and complete information about the product when purchasing from an internet store. At least the product doesn't smell like plastic like the Dingo products. I won't be purchasing these again. My dog seemed to like them, but she won't be getting anymore of them. I took a star off due to the lack of complete information from Superstore, and misleading information from Smokehouse. UPDATE: Big thumbs up to Superstore for great customer service. When I called to return this item they were very helpful in processing a refund, and because it is considered a grocery item I didn't even have to return the items. I had also purchased the Smokehouse duck chips, but they too are made in China. I suggested the addition of the country of origin to both product pages. Just another reason why I don't hesitate to purchase from Superstore. They truly have great customer service....rare these days. …",83 out of 83 users found this review helpful
