Title,Star Rating,Review,Helpfulness
 Please avoid!!,1,"Please do your research on pet foods and what is actually good for your cats. Hills science diet is a horrible food filled with horrible ingredients. They charge an outrageous price because it's the #1 vet recommended food. This is a joke and the only reason why it's rated #1 buy vets is because Hills gives money to soon to be vets to help them go through school. Then they sell the cat food to them cheap so they can jack up the price and make a nice profit off of your marketing foolishness. Read the back of the labels of Hills brand and you will see that most of the top ingredients are grains or cheap meat by products which are the feathers, bones, unwanted organs from animals, basically all of the stuff we wouldn't eat. Please try another brand like orijen or evo. your cat will thank you. …",8 out of 14 users found this review helpful
 33.8 better than 11.2,5,"the liter 33.8 oz containers, which are from Thailand coconuts, taste the best. the ones in the 11.2 oz containers, which are from Brazil coconuts, have an odd after taste. although the brazil ones arent bad, they just are not as good as the thailand ones provided from ZICO, atleast. …",31 out of 34 users found this review helpful
 Sinfully rich but oh so delicious!,5,"Nutiva Organic Coconut Manna is certainly one of the most sinful of foods but, oh my gosh, is it delicious! It is a very rich but very flavorful coconut cream made from certified organic dried coconut meat from the Philippines. (I live in southwest Florida and room temperature here is just perfect for ensuring a very spreadable coconut cream). When I first opened the jar the fresh fragrance of coconut made my mouth water! Just like a kid, I could not resist sticking my finger into the jar and taking a big, generous taste. My taste buds simply exploded when the unique flavor of this decadent coconut cream melted on my tongue like sweet butter! And just like a kid, I know I will be tempted to take those sinful dips into the luscious coconut manna jar. I have noticed other reviewers' comments about the ""grittiness"" of this product and I just want to point out that coconut meat is a high fiber food and coconut manna is 100% whole coconut, so the texture is much like one should expect in a high fiber spread. Nutiva Organic Coconut Manna contains 12% fiber and 9% protein, whereas coconut oil contains none. Coconut in general is such a versatile food with an extraordinary taste and all manner of health benefits. In Sanskrit, the coconut palm is called ""kalpa vriska"" meaning ""the tree that supplies all that is needed to live."" But I must be frank...I do not think Nutiva Organic Coconut Manna or any coconut product should be used as a food therapy for any health purpose. Coconut meat is nearly all fat, 80% of which is saturated. With that said, as difficult as it will probably be, I will be using Nutiva Organic Coconut Manna only sparingly (but with utter enjoyment!) Being a raw vegan foodie and with the holidays quickly approaching, I do look forward to getting creative with Nutiva Organic Coconut Manna and devising culinary applications with it, such as in my raw, vegan spreads, soups, smoothies, sauces, cheeses, and especially in desserts. Of course I will have to consider it a celebration food because of the high saturated fat content. This luscious treat is not the best choice for health or waistline but it is so good to the palate! I will definitely be using Nutiva Organic Coconut Manna for special occasions, for entertaining and for those times of private indulgence when I need to treat myself... and I will do so with wild abandon! …",17 out of 22 users found this review helpful
 It Used To Be Better...,3,"My cat is a picky eater, and loves his chicken. So Weruva Paw Lickin' Chicken has been a huge hit with Hercules for the past year or so. That is, until the last two cases. I've been noticing that it looks a little grey, and not so much like freshly cooked chicken. Then I realized that I was throwing out about 1/3 to 1/4 of each serving, something that never happened before. Then I happened to compare an older can with one of the newer ones: Bingo! While the ingredients are the same, it looks like the amount of potato starch has been vastly increased. And the cat doesn't really like it as much. …",47 out of 49 users found this review helpful
 MUCH Cheaper at Whole Foods!,1,"I was considering a purchase to try this out after reading so many positive reviews and reading that it is also dairy and soy free, HOWEVER, I called my local Whole Foods to see if they carried this and was told they did and it was $5.69 per loaf. This - - with S&H - - comes to $7.70 per loaf. NOT A GOOD DEAL AMZ! WF also told me they carry Udi's Hamburger buns in a 4-pak for $4.69 per pk, again MUCH cheaper than AMZ's offerings. NOT A GOOD DEAL AMZ! Why is it that any time there is a special need, it is used to justify outrageous prices, even on items thar are cheaper to make/produce than the regular ones - - like Tuna with just tuna, water or oil and salt @ $2.++ or more per can, as opposed to the nonsense with vegetable broth, etc. for a dollar or less per can? If we refuse to buy their products at these outrageous prices and let these venture niche products sit on the shelf, they might reconsider their outrageous prices. Gluten Free White Sandwich Bread (1 Case) (Are you listening AMZ????) …",7 out of 12 users found this review helpful
 Gumballs,5,Kids love them. They taste close to regular gumballs but no worry about teeth. …,14 out of 14 users found this review helpful
 Excellent product - here's why I already ordered it again...,5,"I tried this product after being unable to find anything other than lemon juice concentrates with preservatives in my local stores. If you're reading this review, you may have a similar desire to avoid those little yellow lemon juice **** that are so common. I wanted to start incorporating more alkaline foods into my diet to balance it out. I was so happy with the Santa Cruz lemon juice that I placed a larger order a few days ago so that I wouldn't run out. Here are my thoughts on it: Pros: - Organic (no ""cides"" - pesticides, herbicides, fungicides, etc.) - One ingredient and that's it (no preservatives like sodium benzoate or sodium sulfite) - Alkaline/acidic for a nice balance to many Basic diets - NOT from concentrate - Great taste; not too weak or strong - just right - Glass bottle (no BPA) - Packaged very securely during shipping - Shipping was fast (and free as of this writing from Vitacost, despite having less than $25) Cons: - Pasteurized (this does not bother me, but some may find it as a negative) - Pouring from a glass mouth is more prone to spilling/dripping than other containers (this is extremely minor, but it's difficult to find much wrong with this product) I hope this helps your purchase decision - cheers! …",22 out of 22 users found this review helpful
 Rather weak and non-descript tea,2,"There are several other Stash teas that I've tried and enjoyed. But this one is sort of feeble-tasting. Up until now, I've gotten the Yogi Tea Egyptian Licorice Tea Organic Egyptian Licorice, Tea Bags, 16-Count Boxes (Pack of 6) and that one actually has a bold licorice taste. And it is that one that is serving as the point of comparison to this Stash tea. Keep in mind that I don't add honey or any sweetner to my teas, so they have to stand on their own. This Stash Licorice Spice has a weak licorice taste and a weak spice taste. I have to use TWO teabags at a time (which makes the seemingly low price not so much a good deal). …",10 out of 12 users found this review helpful
" Nice, bright colors!",5,"I bought these to decorate some dia de los muertos skulls with icing. The Ateco food coloring gave nice bright, vibrant colors and mixed with the icing very well. I was totally satisfied with the purchase. …",11 out of 12 users found this review helpful
 Awesome Buffalo,5,"You won't find a leaner package of ground buffalo for your grill. I make each 1 lb package into two patties and sprinkle salt, pepper, and then press minced garlic and freshly ground horseradish into both sides then grill them over a charcoal fire, turning every 3 minutes. I like them medium rare so I only turn them 3 times. Best burger you'll ever have. Great in chili also but don't brown first, just crumble raw meat into the rest of your prepared stock and cook ""slow and low"". …",13 out of 14 users found this review helpful
