Title,Star Rating,Review,Helpfulness
 What is the point of the candy cigarettes?,1,The point seems to be to get kids used to having a cigarette in their mouths. This is a diabolical product. …,3 out of 90 users found this review helpful
 Sojos almost killed my dog,1,"My dog, a 3-year-old chocolate lab with no history of allergies, had a severe allergic reaction to Sojos and required weeks of treatment to recover from it. I took my dog to two different vets, both of whom said the change in his food was almost certainly the cause of the illness. When I took a closer look at the remaining Sojos food I found that it contained bits of wood, twine and bulap sack material. When I changed my dog back to his old food, the allergy went away. Sojos refused to admit that their food was the cause of my dog's illness, and refused to refund even the money I had paid them for the food, let alone reimburse me for over the over $700 I spent for veterinary care. Don't risk your dog's health with Sojos. If you want to make home-cooked food, ask your vet for a recipe. …",9 out of 14 users found this review helpful
 Recovering cat,5,"Our cat is over 20 people years old. We thought she was going to die, She wouldn't eat and only drank a little.I thought cat sure was like people sure and tried it. We freeze the whole can in Ice cube trays and give her one a day. She loves it. She seemed to come alive again. Shaking it in the can dosen't mix it well. We use a can opener and pour a bit out and use a small electric mixer to mix it (A lot of it settles on the bottom) But she loves it. …",12 out of 12 users found this review helpful
 Made in China,1,"I thought Smokehouse products were always from the USA - that is why I ordered these. Much to my surprise, these were made in China. Not only that but they contain wheat flour. I am returning them. I wish I had read the reviews before I purchased, I see another review mentioned that these were made in China. I guess Smokehouse doesn't keep the quality as consistently high as I thought. …",13 out of 14 users found this review helpful
 Gold standard...Years of research on my part...,5,"When I found myself the owner of a dog so smart that I could tell her to unlock the car door and she could do it ( I kid you not, Biscit has the brain of a human 4 year old...) I began to look at animals differently...she truly became even more my my ""baby"" each day. Now let me backtrack into the day I decided to begin researching dog food with this baby in my life... I was a physician recruiter and had to visit a hospital in a town in Texas where they have more cows per capital than anywhere else in the U.S. in order to utilize them for human consumption. I had several tours of this town and found out by the owners of several companies that it was no accident one of the largest dog food manufacturers is also here. (It is not Newmans own...bear with me) At first that sounds good to you, doesnt' it? That they must be using, for this other company, food grade meat in their dog food? Well, I personally, first hand, watched bull dozers pick up dying and dead cattle. I was proudly told how smart it was that THESE cows are then taken to the dog food plant. (remember, this is NOT Newman's Own, it was what lead me to find Newman's Own) (!) I had many conversations about this...no they dont find out what's wrong with the cows. They are the cancerous, diseased, unhealthy cows that go into this other maker's food. I was appalled. And yes, I was told how great it was because they buy them for nothing from the cattle company and no they aren't supposed to...but they can and they were ever so proud. Fast forward to a couple years ago with the dog food recall when pets were dying from diseased meat being in their food because of this very reason...cows with diseases so bad that it made pets die got into many brands of the cheap commerical dog foods. The reason why Newman's Own was one of a handful of companies who had no recall? They are one of the few companies that use FDA certified HUMAN GRADE meat. See label. Yep, they are allowed to put things that are not allowed to be eaten by humans in most other dog foods...unless you find a company that uses food grade meat. Most people dont know this! Better yet, Newmans' own uses organic. I'll be honest, I dont use this food all the time. I learned about it from someone who shows Pomeranians and uses this because her dogs coats look better because it helps their health. I actually make a lot of my dog's food after my day at the cattle plant that I unwittingly visited. But I am not always long on time and when I find myself there, I use these or a dry dog food that's organic and human grade from Flint River Ranch, another company a vet told me about. Okay so on to my studies for the past 5 years in dog health. This became fascinating to me...many vets found that many health related issues with dogs began (or multiplied) when commercial dog foods began being made for convenience. Think about it...not only are they suddenly not getting food grade food unless you buy something like Newman's Own, but humans are told how bad processed food is, yet dogs eat the same thing each day, processed food. Many vets are on board to change this in spite of the fact that most veterinary schools are funded by the major dog food manufacturers...so...you figure that out... (p.s. in the old days dogs got table scraps...but these table scraps were in the days before humans ate processed foods with artificial ingredients and preservatives...so dogs eating the meats and vegetables were healthier than today when we buy special food for them! But bear with me...Newman's Own has changed all this!) So anyhoo...the best place for info is to go to dog shows and ask about diet because health is studied here for coat and longevity and ease in litters etc when it's thier living and life. I have yet to meet a champion who eats commercial dog food unless it's organic with the balance of minerals,veg, good carbs, etc. like Newman's Own. Many also do a raw diet with veg and brown rice.) Many of the minerals needed in the commercial brands are actually added then baked out and many have cornmeal as the main ingredient because it's cheapest... if you look at the nutritional info on Newman's own, even if you don't care that it's human grade and organic, you will see that the balance of protein, vitamin, minerals, etc is ALL the exact measure now studied by dog health experts as ideal. This is hard to find. So, should you, too, have a dog that is a member of the family, my 5 years of research has led me to praise the Newman's Own label (even for what I eat for myself in their other HUMAN grocery products!) and if you want to supplement this dog food with home cooked meals the best guide to curing your dog through a diet natural to what they need is Dr Pitcairn's book of natural health for dogs and cats. (get the most recent edition if you do; he updates them the more he researches.) He's studied this far more than I'll ever be able to and is a top vet who teaches other vets about what they dont learn in vet school: major PREVENTATIVE measures through natural diet. He began his own quest when someone brought in either a wolf or coyote and he made the connection that whenever he saw wild dogs they didn't have teeth with tartar build up and so many health issues that our house dogs who aren't outside as much wind up with--then he started tracing back to when some of the cancers and skin problems etc began and it was with the emergence of commercial cheap dog food. Coyotes get veg from the tummies of what they kill, there are minerals, things they need from bones, there are things that naturally prevent tartar, fleas etc that we have removed from the diet of our house dogs. (my own dogs now have coats so shiny strangers comment each time I take them out...and p.s. we live in the woods and they have no fleas!) I, personally, have helped friends CURE ""health"" issues in their pets that were actually food issues that their vets kept ""treating"" without ever suggesting they change to a natural diet. They spent tons on medicine for skin problems etc then at my prodding gave them GOOD dog food and ""cured"" them! Newmans Own has taken dog food out of the profit center and into care. While it can't cure all ails as much as balanced vitamin enriched homemade food may in my opinion, it is a staple in my pantry. I also use Flint River Ranch at the recommendation of my vet who studies the same issues. He loves them both. I am a raving fan. and, p.s. no I have no monetary interest in this company which isI why I also recommended other food options and brands...but I care enough about animals to be long-winded due to my years of study on it. …",119 out of 120 users found this review helpful
 Frontier is the best,5,"I buy all my herbs and spices from Frontier, knowing they're the best and that they're coming from an environmentally conscious co-op run company. However, the last time I ordered these from Superstore, I was shipped a competitor's product instead, and sent it back at Superstore's expense. So make sure you get what you're buying and they don't ship you an inferior substitute product. …",35 out of 38 users found this review helpful
 Amazing Cat Food,5,"I ordered the Ennova Evo Cat Food at the recommendation of our vetrinarian. We have 2 cats, both grand old ladies, and one had developed diabetes in the last 6 months. She was on insulin 2x/day. After starting both cats on the Innova Evo, our diabetic cat has been able to stop the insulin injections altogether. Nothing short of amazing as far as we are concerned. We'll never feed our animals anything else. …",35 out of 37 users found this review helpful
 Like it alot,5,"When I asked what the main ingrediant in this product was I was told it was vinegar. My grandmother used to use vinegar to clean fruits and it works great, but it has a strong smell and often that smell can stick to the surface of the fruit. Fit has no unpleasant scent and it does a great job. You can see how much more dirt comes off than when just using water. Plus it's kosher which is a plus for the times when I have my 2 modern orthodox jewish friends and their kids over. One reviewer says the plastic bowl has BPA. As someone who tries to avoid BPA plastics for anything that handles my food I tried to verify this. The bottom of the white bowl has a 5 recycling number so it looks like this collander is BPA free. …",19 out of 19 users found this review helpful
 Good treats!,5,"Our puppy loves these little treats! They are small enough to give him a few at a time, but I like to cut them up even smaller and use them for training. They are tiny as is (about the size of a pencil eraser), but can easily be cut into quarters for reward-based training. I will always keep these in stock for him! …",31 out of 43 users found this review helpful
 Very disapointing!!,1,"I received my order of Grove Square hot cocoa mix today, and was very shocked to see that hydrogenated oil was one of the ingredients in the mix. I have avoided using any products that contains trans fats because of the negative effects on blood lipid levels. I would urge Superstore to require an itemized list of ingredients for all food items listed for sale. If the ingredients had been listed, those of us who have concerns about our health can avoid these products. …",9 out of 14 users found this review helpful
