Title,Star Rating,Review,Helpfulness
 I LOVE this stuff,5,"I'd been buying it for years WHEN I COULD FIND IT, at the local grocery. Generally buying 5 or 6 cans cause I couldn't be sure it would be there next time I went. As such, I was thrilled to see Superstore selling it in bulk and cheaper than at my local store. These are almonds... so you get the health benefits of that. They are very tasty, with a mild wasabi tang... I've shared them with friends and they love them. Granted, these don't provide the entertainment value of the wasabi peas from the Japanese place that blow out your sinuses. But Its still a very tasty, semi healthy (lots of salt), snack that fills my need for something crunchy. MUCH healthier than potato chips. …",12 out of 12 users found this review helpful
 A major improvement in menopausal symptoms,5,"I tried this product after researching menopausal heart palpitations and internal tremors on www.power-surge . The relief was immediate! What surprised me was the improvement in many other aspects of my health. No more headaches that feel like a tight cap binding my scalp. Reduction of my migraines. No more nightmares (brought on by hormone fluctuations). No more ""internal earthquakes"" or buggy-crawling sensations on my skin. Less anxiety (formerly triggered by hormonal changes). No more weak nails. Monthly acid reflux greatly reduced, sometimes none at all. Greatly reduced frequency of colds, flus and sinusitus. I chose the Calm with Calcium since I am dairy allergic. My body assimilates it well, much better than calcium & magnesium pills, which had little to no effect on the above-mentioned problems (in ANY ratio). Overall, I feel much calmer & more energetic. Not a cure-all, but definitely has raised the quality of my life. I highly recommend this product! …",14 out of 14 users found this review helpful
 Healthful it is not,1,"Why would anyone want to add sugar to coconut water??? I mean, what's the point of spoiling it and making to it like all the sugary drinks out there. Can the American palate not tolerate anything that is all natural that does not have added sweeteners? I bet you that no one from the Caribbean or other places that coconuts are indigenous to would appreciate the alteration of this delicious water. We who are used to it do understand that the natural sweetness levels in each coconut varies, so some may be sweeter than others, and we are quite ok with that because it is natural. Please read ingredients people- not all coconut waters are created equal. …",7 out of 12 users found this review helpful
 spinal disks,5,I take Knox gelatine on the advice of my physician to strengthen spinal disks. A side benefit is stronger fingernails. …,16 out of 18 users found this review helpful
 Nothing like the coconut water from Brazil,2,I grew up in south India drinking coconut water regularly. The brands that come from Brazil taste more like natural coconut water. Not this one. This more tastes like the tender coconut meat blended into the coconut water. …,7 out of 12 users found this review helpful
 not a true variety pack,1,"This is suppose to be a variety pack, it contains 60 packs of shortbread cookies, 30 packs of lemon and 30 packs of chocolate chip cookies. Not much of a variety as far as i'm concerned. …",6 out of 16 users found this review helpful
 Cholestrol Dropped over 50 points,5,"I have been taking this product for the past 12 months. Not only is it simple to take and easy on the taste buds, but as you will read also much more effective than I ever thought it would be. In addition, I have been taking direct source of milk thistle and tudca powder, Milk Thistle Powder 25 Grams + TUDCA Powder (Tauroursodeoxycholic) 5 Grams . I am forty-two years old and exercise regularly and eat moderately healthy. I recently took a physical for a new position I acquired with a huge company and my total cholesterol was 149. I was completely taken off guard by hearing this number because the last time I had my cholesterol checked was three years ealrier and my total cholesterol at that time was over 200. I was 39 then, and in much better shape physically than I currently am. It is true what they say that the metabolism takes a sharp decline at 40, not joke there! I assumed my cholesterol must have been at least somewhat lower but I had no idea that such a drastic change would occur. I believe these Benecol Smart Chews along with the recommended dose of milk thistle and Tudca have played a big part in this incredible drop from a once 200+ cholesterol rating. I haven't grew any younger and my lifestyle is pretty much the same as it was three years ago (if not a little more relaxed) so needless to say, these are products I can highly recommend without prejudice. …",34 out of 34 users found this review helpful
" Designed to Sweeten, not to affect flavor",5,"I only see a single 3 star review for this product currently, and that simply doesn't do it justice. It exists as a way to sweeten Teas (and other beverages) without having a strong effect on the flavor itself. I am primarily a Fruit-based Tea Drinker, and its fantastic for sweetening a batch of Tea, Iced or hot, and has no trouble being turned into a simple syrup for later application. It is indeed on the pricey side, but its well worth it for what it brings to the drink. A fine product, through and through. …",14 out of 14 users found this review helpful
 The devil is in the details...,2,"Love these cookies. They taste wonderful. No trans fat, vegan, Kosher, healthy ingredients. So what's my gripe? If you look at the nutrition label on the back of the cookie package carefully, notice that a serving is 1/2 a cookie. And, 1/2 a cookie is 210 calories (different from the info on the Superstore site, but I'm looking at the package right now -- same product, current package). So, if you eat the whole cookie (I dare you to stop at 1/2. I know I can't! I tried.), you've eaten a 420-calorie cookie. Wow. That's a lot. Sorry to burst the bubble. I take one of these to work every once in awhile to eat for lunch (and 420 calories is a large lunch for me), but that's the only way I can eat them. I bought these not realizing they'd counted the cookie as two servings (which is pretty sneaky, IMO), and relied on the Superstore site info, which needs to be updated to reflect current package count. Great cookies, but if calories factor in for you, beware. …",16 out of 17 users found this review helpful
 Unhappy customer,1,"I purchased the ""I Love You"" basket for valentine's day for my boyfriend. It was total garbage. All of the snacks were stale, I mean everything, the popcorn, the cookies, and the cheese straws. I was so disappointed, and was really embarrassed. The cellophane wrapping was even ripped..............I wish I could get my money back..... …",36 out of 36 users found this review helpful
 70% Robusto,1,"The worst thing is that they do not list the fact this is a 70% Robusto / 30% Arabica blend. I do not like Robusto coffee at all. It has the taste of smelly socks. This is personal preference. Since this coffee did NOT list that it is a Robusto blend and had such great reviews from many people (who obviously like Robusto coffee) I purchased it. I am dissatisfied with it and the item is not what I expected. Since I was not able to return it, I opened one package. Just for people to be aware. …",18 out of 25 users found this review helpful
 The Good and the Bad,3,"I've worked with different types of fondants and if you are reading reviews because you are new to the Fondant Cake process, here are some things to keep in mind: 1. Satin Ice is Yummier than most 2. Satin Ice is harder to work with than many 3. Satin Ice shouldn't be you're first ;) I started my Fondanting adventures using Wilton's, a brand that makes most professional cake decorators cringe. It isn't yummy, but it is forgiving. If you are new to cake-ing I would recommend using Wilton's the first few times to get the hang of things before moving to the more finicky fondants. If you start by using this fondant, you may be Freudianly misspronouncing it in a loud voice: ""I hate you SATAN Ice!!"" Really, fondant tears may stain your cheeks. Fondants I've used in order of easiest to work with: 1. Wilton's 2. Elite by Fondx 3. Satin Ice 4. Homemade Marshmallow Fondant's I've worked with in order of yummieness: 1. Homemade Marshmallow 2. Elite by Fondx 3. Satin Ice 4. (distantly) Wilton's I would recommend the tutorial on Satin Ice website, really great: [...] If you are only buying Satin Ice to sculpt edible animals, than this would be a great one. For first time cake coverings, try Wilton's, get things down then come back to Satin Ice. Thanks for reading and good luck on your cake adventures! Jackie domesticfits (dot) com …",75 out of 75 users found this review helpful
 An Up-sized Gummi Bear: The Gummi Bears Strike Back,4,"This is the big daddy bear of the Gummi Bears. This Bear has come on the scene to take revenge on all those that have been yumming down too many Gummi Bears. The Revenge takes place on several fronts so be warned!!!! [1] Extra sticky portions are designed to stick between your teeth to give cavities and to try to rotten them out completely. [2] If large bits are taken, the portion will attempt to make you choke. If you are successful in getting this Daddy bear down into your tummy, the revenge continues on a new level: [3] It will make you heavier, 4.5 pounds to be precise. [4] It will make you fatter, 12,500 calories to be precise. [5] It will increase your blood sugar and attempt induce a stroke or diabetes. If you are successfull in digesting the Daddy bear, he has one last trick: [6] Hint: take a very thick book the next time you go the washroom. …",9 out of 13 users found this review helpful
 90s Decade Box Gift Basket,5,Excellent selection of candies and speedy delivery. My son & his wife loved the candies while walking on the Appalachian Trail. …,7 out of 16 users found this review helpful
 Not currants,1,"Given the cost, I had finally believed that I had found dried currants. Wrong; they got me again - they sold me Zante raisins and NOT currants. …",16 out of 17 users found this review helpful
" Horrible, horrible, horrible.  Do not buy.",1,"I bought this on a whim at the store, intending to use it in risotto. I didn't think it smelled very chicken-y so I tasted it. It tasted nothing like chicken...it tasted like nothing I wanted to eat. Fortunately I had some ""Better Than Bouillon"" on hand and used that with water. I checked the Cooks Illustrated review of chicken broths - it was the lowest rated broth of 9 tested. One of the remarks: ""like an entire vegetable drawer gone bad"". I would agree with that. Stay away from this broth. …",15 out of 20 users found this review helpful
 Choking Hazard,1,"Please be careful with this product. My pug almost died today choking on one of the dog chews. I assume that the larger and smaller ones are fine, but my pug who weighs about 16 lbs (within the 11-25 lb suggestion) could not swallow the chew and got it stuck in her throat (after she chewed it until the point when it got wet and pliable). Thank god that my wife and I were in the living room to witness the accident. My dog fell over in convulsions while choking and my wife physically yanked the chew out of the dog's mouth. I think that this sized chew is very dangerous and you should think twice before purchasing it. If you do have a similar dog and want to buy this product, please supervise him/her! …",14 out of 17 users found this review helpful
 YUMMY but Expensive!,4,"OK, I have to admit these are REALLY yummy, and they don't have anything really yucky in them. As a vegetarian family finding fruit snacks without gelatin (bovine source) is a tough job. And finding them without any HFCS, artificial flavors, and artificial colors is even harder. So, as far as taste and quality go these are great. However, they're REALLY EXPENSIVE! My 4 year old could easily eat a box a day if I'd let him, and so could I truth be told. At over $4 a box, that's pretty pricey for a quick snack that doesn't offer up any real nutrition. I know quality ingredients cost more, but jeez. Maybe if they offered a bulk pack or something, reducing the price AND the packaging, it would bring down the cost a bit. …",17 out of 17 users found this review helpful
