Title,Star Rating,Review,Helpfulness
 Beautiful,5,"I received this tree this week. I have purchased Bonsai trees from other online vendors, but none have compared to this starting with the packing of the tree, you could tell it was packed with great care, it arrived in perfect shape. The tree is healthy and beautiful, far more beautiful than the picture shown on Superstore. The tree has a wonderful aroma, it smells like your in a forest, on a fall morning. I could tell it was healthy immediately. Sometimes when you order things on line your disappointed, but not enough to go through the trouble of sending the item back. The minute I saw this tree I had wished I had ordered more. I will order other items from this company, I hope they are as fine as this purchase was. Dawn Redwood Outdoor Bonsai Tree …",12 out of 12 users found this review helpful
 bread machine mixes,5,"I've made a lot of bread in my day, worked my way through college in a bakery from 1100 to 0300 hrs, and this is one of the easiest and best sourdough breads that I've ever made. Caution: I recommend that unless you are an experienced baker, use the ""basic"" bread machine setting on your machine. It always comes out perfect and tastes just like you would buy in San Francisco. You can make it by hand, but unless you know what you are doing the results are less then the excellent product that will come out of your bread machine. This mix is equal to your own sourdough starter made bread, and that is saying something in this day and age. A terrific product if you like sourdough bread and do not live in Northern California. (Oh yes, have to add that you need to make sure the water you use is at specifically 80 degrees. Warm tap water will do the trick too.) …",13 out of 13 users found this review helpful
 This food is not unbalanced.,5,Sojos foods have been tested for nutritional content and they are all formulated to have a calcium to phosphorus ratio of 1.4:1. You do not need to add calcium or phosphorus. …,12 out of 13 users found this review helpful
" Good, but a bit too sweet",4,"Great, high- protein snack without meat. I would give it 5 starts if it were not so sweet. …",14 out of 15 users found this review helpful
 Mixed Review for Mix Flower Bouquet,3,"I ordered two bouguets for two different members of my family for Easter. The first order was delivered promptly and in perfect condition. Flowers were gorgeous (or so I was told). The second order was also delivered promptly (apparently), but FEDEX did not ring the doorbell or knock to deliver them. Instead, they left the flowers on a not-too-often-used porch in 20 degree Michigan weather. They were discovered 2 days later - in poor condition. My parents were home all day - both of them. If FedEx had tried to notify them of the delivery, someone would have heard them. No refund was granted by the company. I believe the company has beautiful flowers, but the use of FEDEX as the delivery service failed them in this case. I will not purchase from any flower company in the future that uses FedEx or UPS. I will choose a company that uses a local florist shop for delivery. A local florist shop will call if they are unable to deliver. I'm disappointed that Falcon Farms did not offer to replace the flowers or issue a refund. …",36 out of 47 users found this review helpful
 better than average but difficult to find better,3,"Dark chocolate is all about marketing and has little to do with quality. Chocolate connoisseurs know better but constitute a small fraction of the gourmet consumer base. Godiva chocolates are delicious and have a wonderful texture. They taste better than Sees Chocolates. Unfortunately, they just don't satisfy my chocolate craving. It's a shame what qualifies as chocolate here. In the US, dark chocolate must contain 15% chocolate liquor; European rules require 35% cocoa solids. American milk chocolate must contain 10% chocolate liquor; European standards require 25% cocoa solids. That means American milk chocolate is 90% not. No wonder those drug store easter chocolates taste so horrible. The ingredients of Godiva are far from top notch. At the prices they charge, it's a crime that Godiva uses artificial vanilla (vanillin), palm kernel oil, lecithin, preservatives, and artificial flavors made in some factory off the New Jersey Turnpike. I doubt real vanilla costs that much more per box of chocolates. Get a Valrhona pure chocolate bar (see other comments on where to purchase or buy conveniently from Superstore). They make one which contains 85% cocoa! …",40 out of 49 users found this review helpful
 Tasteless flavoring,1,"Maybe it's just me, but I have used this extract in my oatmeal (same amount as McCormick extracts) and I can't taste any flavor at all. Very disappointing. …",12 out of 12 users found this review helpful
" cooking, haircare, skincare and more!",5,"Our family avoids chemicals as much as possible, so we use coconut oil for cooking, haircare, skincare and more! We use coconut oil as a moisturizer in place of skin lotion (add a couple drops of a good quality essential oil!) We use coconut oil to saute or steam saute foods; I use a spoonful of coconut oil in our stainless steel cookware so foods NEVER stick! We also use it in our microwave popcorn popper with sea salt for the healthiest, tastiest popcorn around! Coconut is a solid at cooler temperatures, it will turn to liquid when warmed ""slightly"" to the mid 70s. Hence I store this bottle above our stove / microwave so it's usually a liquid. To make it MUCH easier to use, I have a wide mouth glass jar that I keep refilled. When the jar turns solid I can still scoop the oil paste out with a spoon. …",15 out of 15 users found this review helpful
 Wow,5,"Not really sure if I can describe this salt properly. Yes, it has a wonderful flavor without too much of a salty flavor. It's very clean tasting. Mostly, though, I think it seems ""creamy"". Yea, I know that sounds weird, but the moisture with the salt gives it a creamy-salty embodiment. I use this for special dishes to add a delectable flavor to a dish...also knowing that I'm serving food with a healthy salt with tons of minerals. …",12 out of 12 users found this review helpful
 Stank,1,"I have never tried truffles before so I am not sure how they should smell or taste but I'm afraid there is something very wrong with the truffle salt I purchased from this company. When I opened the container I was hit with a sharp acrid smell that was similar to garlic. It was so strong it filled the entire room within seconds, which sent my family reeling with tears in their eyes. I was determined to try the salt in hopes that the flavor would be better than the smell. I cooked a tiny amount in with scrambled eggs. To my horror the flavor was the same as the smell. I asked some friends to try it and they had the same reaction to the smell and flavor as I did. After all the great things I have heard about truffles I find it hard to believe that this is the way they taste and smell. …",6 out of 29 users found this review helpful
 automatic price increase,1,"Be careful. Superstore gets you in the auto ship and save program and a good price and then automatically raises the base price so you pay more in the end. No warning, they just raise the price and the web page still shows the intro price. I expected much more from Superstore. …",4 out of 13 users found this review helpful
 Insulting to Intelligence,2,"The great quality and flavor of these beans is negated by the claim of ""Biodynamic"" growing methods. ""Biodynamics"" is a theory that holistic agriculture using homeopathy, shamanism, and astrology will harmonize nature to produce superior products. No plausibility, no evidence, just unjustifiable claims. Sell me delicious coffee, but leave out the nonsense! …",6 out of 13 users found this review helpful
 Tasted awful,1,This tasted awful..like cardboard shavings...I did not try adding it to smoothies or anything...maybe that would help …,7 out of 27 users found this review helpful
 Our Top Choice Coffee,5,"When my wife and I had to make a selection from more than 100 varieties of K-Cups available for our new Keurig brewer, we made a rating sheet copied from the Keurig listing of all the brands and types. We marked a rating of one to five points for each cup we drank for several months. A rating of one point meant ""Perfect, couldn't be better"", and five points indicated ""Don't like this one"". We rated one to nine cups of each of 30 coffees evaluated. Timothy's Extra Bold Parisian Nights came out on top with the most number one ratings. We found that our preference was for the Extra Bold Roasts. We do not prefer the weaker strengths. The Parisian Nights has great flavor and aroma with no bitterness. This is a great cup of coffee. We're now on our sixth Subscribe and Save shipment of 4 boxes every two months which proves our satisfaction with this coffee. …",54 out of 54 users found this review helpful
 Miracle Supplement,5,"Magnesium is vitally important on many levels. It not only helps your muscles to relax, but also aids sleep and allows for a more calm & balanced state of mind. Low levels of this mineral make nearly every disease worse, whether you are dealing with asthma, diabetes, depression or cardiovascular disease. It assists in the assimulation of calcium & potassium, so those with osteoporosis concerns should be looking to include Magnesium in their supplements. I have been using Magnesium Calm for the past year and have found it very helpful for relaxing muscle tension, & getting a good nights sleep, not to mention its calming effect on my state of mind ! Its easy to take and comes in several flavors as well. I recommend it to many of my massage clients, so they can decrease the pain and discomfort in their bodies. …",13 out of 16 users found this review helpful
 tasty Maybe beneficial,5,"My midwife recommended this product, and I drank it throughout my second and third trimesters. My labor was slow, but I experienced nothing you might really call pain (pressure and some discomfort) all the way to 9 centimeters. Then I pushed 3 times and my son was born. I'm not saying for sure that it was the tea...but I didn't have labors like this with my other two. At any rate, it's tasty and not harmful. Just remember to tell your midwife or doctor that you're using it. I still drink it just cause I like it. …",18 out of 18 users found this review helpful
 Excellent Product,5,I orginally found this product after complaining to Nylabone. I had bought one of their 'Pit Bull Tested' toys - some knobby thing - for my half pit bull mutt. He enjoyed the knobby thing but it was in tiny bits in under 5 minutes. I pulled the package out of the trash and emailed nylabone with a complaint. Much to my surprise they responded the next day and sent me the Galileo Souper bone at no charge. My dog loved it. Nylabone later paid my dog $25 to test a new and improved 'knobby' product but it didn't last either. However the Galileos are great and we keep buying them. We get about 9-12 mos out of each one before they get down to plum size. They keep his teeth nice and clean too. The floor does tend to vibrate when he grasps it with his paws and start gnawing (wood floor over a crawl space) which is a little odd but does impress visitors :-) …,43 out of 43 users found this review helpful
 Misleading,1,"What the information fails to mention is that the majority of the product is alcohol, and a small amount of extract. …",5 out of 18 users found this review helpful
 Product details lacking detail,1,The product details for this product fail to state how many mg EGCG are in each capsule. How can anyone buy supplements online without knowing this very basic info? …,13 out of 46 users found this review helpful
