Title,Star Rating,Review,Helpfulness
 Delicious Dates!,5,"I love this brand of dates, they remain soft and fresh for ages. Will definitely buy these again. …",13 out of 14 users found this review helpful
 Simply the best coconut water.,5,"This coconut water s by FAR the BEST coconut water there is out there. I was hesitant buying this can over the glass bottle you normally find at health food stores, but I will say it does not disappoint. The taste is just as good and the price is right. I always found myself wanting more with the glass bottles and this satisfies that quite well. Highly recommended! …",11 out of 12 users found this review helpful
 A nice introduction to TVP,5,"This is my first time using tvp. Tvp is really easy to prepare and inexpensive when compared to ground meat. To me, it doesn't taste like meat, but it has the same texture in my mouth, just not that greasy flavor. It works well in recipes too. A much healthier alternative to ground beef. We love this stuff. Each bag has about 2 cups dried tvp, which will make a couple of meals. …",29 out of 31 users found this review helpful
 NOW stevia extract is the best I've tried so far,5,"I give NOW stevia 5 stars as they have the best stevia I've tried so far - but I've only tried their extract packets. This one has no additional ingredients and no aftertaste (if used sparingly as intended). Stevia will not have the exact same type of sweetening taste as granulated sugar or honey or other such sweeteners. It is concentrated and super sweet, and has its own flavor and the more you add the more unpleasant it can get. A smaller amount is best over a larger amount. I eventually got used to using a smaller amount and adjusting my sweet taste - just like adjusting to lower salt. From my previous research, stevia is the safest alternative, calorie-free sweetening product (or should I say ""nutritional supplement"") available. It is a natural product and not a manmade or altered substitute sweetener and appears to have none of their negative side effects. I like the handy packets of the pure extract to carry with me and have used it mostly for adding to things like hot and cold cereal and drinks like tea and coffee. I've not tried it much in baking, but there are stevia cookbooks available on Superstore. There are cheaper products available with a mixture of stevia and other sweeteners, but not everyone reacts positively to some of the other additive sweeteners. If you don't, then try another brand, or stick to the pure extract. …",12 out of 12 users found this review helpful
 The taste of the Turkish Delight.,2,The Turkish Delight did not taste good. Sorry but I rather have powdered donuts with cream fills. …,2 out of 18 users found this review helpful
 Delicious and filling!,5,"Kashi GoLean Crunch! is really good. Seriously, truly tasty. It's got a real ""crunch!"" to it, as the name makes clear -- but after the initial crunch, it's got this understated sweetness about it, a mixture of cinnamon and maybe a little honey. Mmmm. A bowl is very filling, and here's the amazing part: it actually KEEPS me full. For hours. As for the ""clumps"" that some people are complaining about, those are my favorite part! It's just a characteristic of the cereal -- kind of like how, sometimes, pizza will have a bubble of dough in it. Mmmm. Love the bubble, love the clumps. HIGHLY RECOMMENDED. …",12 out of 13 users found this review helpful
 Terrible customer service,1,"I purchased this through Superstore and it was shipped from Starbucks . I received the order promptly, however when I opened the shipping box, I found the product box with a round blue sticker over the broken seal that keep the product box sealed. Inside, there was coffee grounds all over the box and stuck to all the packets was this gritty stuff. There were 2 sleeves of VIA that were obviously opened and causing the mess in the box. Each of these packets also had a blue sticker! So it was pretty obvious that I was shipped a known defective product. When I called Starbucks, at first they wouldn't help me and treated me like they didn't ship this item (because I ordered thru Superstore) and would not replace this product. They said I would have to pay to ship it back to them and they would send a refund. I didn't want a refund, I just wanted the product replaced. They said that after I returned it, I would have to completely reorder and pay for the product. I called the customer service again and got the run-around. There customer service is awful. I guess they figure they can afford to lose a customer if they behave this way. That is why I am posting this review.... I would not recommend buying from Starbucks. …",10 out of 14 users found this review helpful
 Very Impressed,5,"After a lot of research, i decided to switch my 3-yr old Doberman from Iams to Canidae and have been very impressed with the product. Samson LOVES this stuff too, with the Iams I had to entice him to eat by mixing it with canned food/tablefood, but with the Canidae, he eagerly wolfs it down by itself. And why not? The first 4 ingredients are all meats- human-grade at that! Besides having less ""filler"", Canidae uses no corn products, which is good for dogs with allergies (corn is a common allergen in dogs). Some may balk at the price, but you are going to use less food per day then with the junk brands due to the high quality of indredients in this stuff. Besides, Canidae is considerably cheaper then most of the other top-shelf brands like Eagle Pack or Flint River. I'm just happy to be able to feed my dog a ""super-premium"" grade food knowing how much healthier this is for him, for just a few bucks more per bag then a mid-grade food like Iams or Pro Plan. When you look at it like that, I believe it's one of the best values in pet nutrition on the market today. …",12 out of 13 users found this review helpful
 Nostalgic Gift,5,I bought this for a friend and we both had fun remembering the candy from our childhood. It still tastes as good today! …,19 out of 20 users found this review helpful
 Not very good.....,1,There is too much wine in the wine/butter sauce and very little meat in the ravioli. This dish is a waste of money. …,13 out of 16 users found this review helpful
" Not bad, but decidedly unlike any other K-Cup product",3,"Full disclosure - I worked briefly for the people who make this product back in the late '70s. Since I had a personal connection to the product, I really wanted to like it. And it's not bad - it's OK, but it's just a bit odd. First off, the packaging. These aren't your father's K-Cup, where it's an actual cup. These have a top like the traditional cup (so they'll fit in the brewer) but the bottom is completely different. It's almost more like a filter than a cup, and kinda rounded rather than cup-shaped. They come in sealed plastic bags of twelve, so you need to keep them in a ziplock bag or some kind of airtight container once you open the bag, unless you're planning on using them all right away. Second, the flavor. It's OK, not bad at all, but it just tastes a little off for some reason. A hint of odd flavor. Also, it seems to lack body, for want of a better term. It doesn't have that rich, full, satisfying flavor I expect from a good cup of French Roast. Lastly, it seems to leave more sediment in the bottom of the cup than traditional K-Cups - not sure if that's a by-product of the design or what. Bottom line - it's not like I'm going to throw them away. I'll keep them and drink them, but I probably won't buy them again. I much prefer the flavor of just about any regular K-Cup to these, even non-premium brands like Folger's. UPDATE: After drinking my way through the whole case and comparing them with other K-Cup products, I have a bit more appreciation for these and might consider buying them again, particularly given the excellent price of around 38 cents a cup if you use Subscribe and Save. One other point I neglected to mention in my original review is that these seem to produce more ""crema"" - the brownish foam that appears on top of a good cup of coffee - than most K-Cup products. Keep an eye out for my reviews of the Rainforest Blend (which I found somewhat weak and flavorless) and Fog Chaser (which just arrived and I've yet to sample) varieties coming soon. …",54 out of 63 users found this review helpful
 Best Taste and No Aspartame!,5,"Building muscle while burning fat became paramount to me while on the Body For Life program several years ago. After being on the program for 9 months, I developed muscle for the first time in my life in addition to losing lots of fat. I attribute a great deal of my success to fueling my body with the right foods...including meal replacement drinks twice a day to keep my metabolism revving. Finding the right meal replacement powder (MRP) for those two meals a day became almost an obsession. I had four main criteria: 1. Low sugar content (very important to me as the more sugar I have, the more I crave it) 2. High amounts of vitamins and minerals 3. Good tasting without the Aspartame (I have a sensitivity to it) 4. Easy to mix--especially on the run I did a lot of research and a lot of testing. My quest for the best took me through chalky tasting ones, chemical tasting ones, downright nasty tasting ones, and difficult-to-mix ones. Finally, I got around to Labrada's Lean Body for Her shakes. I originally tried them because of their low sugar content but ended up loving how much energy they gave me and the great taste. I mainly used vanilla because I could mix nut butters and fruit to mix up the flavors. Loved them! Due to health issues, I went off program for the last two years, but I recently recommitted myself. Because of my previous success with Labrada Lean Body for Her, I went back to using it for two of my six meals each day. Right away I noticed there are a few things different with tLabrada's current MRP. I don't know how they did it, but they made the vanilla even better! I got the ""Soft Vanilla"" flavor and it taste just like ice cream! It is also even easier to mix. It seems like the powder itself is ground finer, which is probably why. The nutritional information is: Calories 190 Calories From Fat 30 Total Fat 3.5g Saturated Fat 1g Trans Fat 0g Cholesterol 20mg Sodium 300mg Potassium 360mg Total Carbohydrates 9g Dietary Fiber 3g Sugars 1g Protein 30g Lastly, while this may not be important to others, I truly love the fact that the tear strip on the envelopes actually work and are easy to open. A small detail perhaps but just the right added benefit to top off an already great product. As on most things, the Superstore price is great...and I save even more money by using the Subscribe & Save. I'm not sure who controls shipping speed on the S&S, Superstore or the seller themselves, but they certainly ship fast! …",17 out of 17 users found this review helpful
