Title,Star Rating,Review,Helpfulness
 Wrong Color,1,I ordered RED roses for Valentin's Day and they sent assorted. Had two orders and they managed to get both wrong. …,13 out of 13 users found this review helpful
 Beware the difference between Caramel and Classic Caramel,1,"I have been round and round a bit on this. This item and UPC are for the CLASSIC Caramel flavor from Torani. It is terrible. Don't get this confused with the regular/plain Caramel flavor from Torani, which is fabulous. Make sure you note they are DIFFERENT products. Superstore created this Classic Caramel page based on the Caramel page, then renamed the old page to Classic Caramel as well, which is a confusing mess. You need to ignore the reviews on the other page as they are for a different product. The UPC 089036241397 is for Classic Caramel. The UPC 089036241434 is for regular Caramel. Superstore, incorrectly, kept references to Caramel on this page. It is not! The taste difference between the two is shocking. This one tastes like turpentine-soaked shoe leather. In fact, I spit out my first cafe lattes based on this thinking it was spoiled/rotten. Finally, note that Superstore does not allow returns of grocery items, so be sure you like CLASSIC Caramel before you are stuck with 3 bottles of the stuff. …",36 out of 38 users found this review helpful
 Eight O'Clock Coffee is wonderful!,5,"When I switched coffee brands and made Eight O'Clock coffee for my husband, he commented on how good the coffee was. This brand is so much better than the other leading brands. It has a rich, robust flavor. …",19 out of 21 users found this review helpful
 Great Cereal,4,"If you are looking for a healthy, good tasting cereal you should try Kashi's GOLEAN Crunch. Compared to most healthy (particularly high protein and high fiber) cereals, it has a higher protein and fiber content per serving. As important, it tastes good. Its taste obviously cannot compare to some sugar filled normal cereal, but as health cereals go, this one is a keeper. I eat it 3-4 days a week and have done so for over a year and I still like it! Just note that you may want to buy one box from your local grocery store before buying a six pack from Superstore just to make sure you like it. …",17 out of 18 users found this review helpful
" Against all logic, it's a whole shark! What craftmanship",5,"The sharkbanana is an amazing piece of work. While, as you'd expect, the shark is stitched inside the banana, I can tell you, from personal experience, that if you manage to play with your Sharkbanana too hard and the stitching rips out, you too might be shocked to find, THERE IS A WHOLE SHARK PLUSHIE IN THERE. That is what I call attention to detail. So rather than being, as some might describe it, half-shark, half-banana, it's actually whole-shark, whole-banana [peel]. And each piece is fun. Protip: insert a shot glass into the stuffed banana peel and fill it with banana-infused rum for a truly surreal experience. Just don't slip on the peel or get attacked by the shark. …",11 out of 12 users found this review helpful
 Video Review By a 3-Year-Old: I Like It,4,"<span class=""tiny""> Length:: 1:10 Mins </span>Video Review by 3-year-old Anders: He likes it. His grandma and dad like it too. Our conclusions: 1. Great tasting 2. A little tart; very strong flavor 3. No sugar added, but still pretty sweet and sticky. 4. A new-found favorite. We'll definitely be getting more. …",50 out of 54 users found this review helpful
" Great alkaline water, 9.5pH",5,"Got a bottle of this at my local Whole Foods market to try. It has a silky taste as it advertises and it is a great starting water for people -like me- who want to see if alkaline water can make a difference in how they feel and with stomach acidity. I liked it so much, I got a case from Superstore, delivered 2-days later with my Prime account (I love it!). I am slowly going through the case, one bottle every other day, sometimes everyday. I have to say that I have noticed a stamina related improvement but I will have to watch this for more days. I was away for 5 days not drinking it and my stamina was hampered so that is an experiment I can believe, but I need more proof. Tha page says bottles are BPA free but the label on the bottle has no such remark so I am not sure which is true. The price for the 12-case was just $20 when I bought them a few weeks ago, but now I see that Superstore has increased the pricing to $25. I will check with my local Whole Foods market and if price is lower for a case there, will not buy from Superstore the next time around -sorry Superstore. If you are now starting to get interested in an alkaline diet for improving your health, this is a great introduction along with several books on reducing the acidity of food intake and stomach environment for all of us with GERD, like Acid: The Reflux Diet Cookbook & Cure which I also purchased. …",10 out of 14 users found this review helpful
" Nice mix, but..",3,"I was looking for a mix like McCormicks Medley blend which has the 4 types of peppercorns, coriander and allspice. This was the closest I could find, minus the allspice. This blend has great flavor. The only problem is the coriander is so large that it's hard to get into the grinder and the grinder gets plugged up, having to reverse grind. I do have a very nice William Bounds grinder, so it's not the grinders fault. …",15 out of 16 users found this review helpful
 Blk y2k,5,"I randomly was driving to the airport and started to feel awful. My stomach hurt and I felt nauseated.I stopped at the gas station and weirdly picked this out of the cooler. I drank two big gulps of it and noticed it has a unique, waxy quality. It sort of reminded me of burnt paper, in a good way? Whatever that means. About 1 minute went by and my stomach seriously ceased hurting. My friend googled it and it has some crazy minerals in it. After drinking the whole bottle, I feel super refreshed. I guess it's true that your body really knows what it needs. Would be good for hangovers, I'd imagine. …",1 out of 13 users found this review helpful
 I CAN'T BELIEVE HOW GREAT THESE GINGER SNAPS ARE,5,"Six ingredients...Dates,Almonds,Pecans,Ginger,Cinnamon, and Cloves....that's it....I don't know how they do it but it is the most delicious treat i've had in a long time The ginger, cinnamon and cloves give off a pungent aroma and packs a punch-the dates give it a sweetness but not too sweet and the nuts add crunchiness but WOW!WOW!WOW! I can't believe how great these ginger snaps are. This is not meant to be a criticism but I must admit the look of the bar is not pretty but once you've taken a bite you'll know, they're pretty wonderful. …",16 out of 18 users found this review helpful
 quick and Good,5,"excellent, tasty product. Nutricious and nicely packaged. You can make a great soup in a jiffy with this product and at a cheaper cost than buying soup... and better for you too. Great when combined with freeze dried vegetables. …",12 out of 12 users found this review helpful
 What Every Consumer Should Know - NOT Economical,1,"The taste of SodaStream diet cola does not match that of mainstream brands. This becomes especially noticeable for frequent drinkers of Diet Coke or Diet Pepsi. Yet that isn't the main problem with the SodaStream offering. The truth is simply that consumers are paying way too much for C02 refills -- sixteen times (16x) too much. While the general idea of at-home carbonation is solid, consumers should understand that they are grossly overpaying for SodaStream carbon dioxide refills. In fact, the prices charged are sixteen times (16x) wholesale costs or many, many times more expensive than the prices a restaurant would pay. In Europe, frugal consumers are aware of such markups and actually purchase their own restaurant-sized CO2 refills. In the US, we aren't so frugal. Other than the outrageous costs for the CO2 refills, there are other issues with the SodaStream Fountain Jet. One is the construction quality is quite low with very thin molded plastic and little weight. Additionally, the taste of generic soda flavors do not match that of the brand name products. Below is the calculated cost per two liter for the output of SodaStream soda. This includes the cost of the consumables AND the equipment costs. I have used very generous assumptions, including a low discount rate (i.e. cost of money). Transportation costs were not factored because 1) purchases of typical groceries should more or less overlap with soft drink purchases 2) grocery delivery has long been available in many areas 3) most people live closer to a grocery store than to a home furnishings store (I walk 100 ft. for groceries and drive one mile for BB&B) 4) the reverse logistics for the CO2 refills is an extra expense for the retailer that has to be factored into its profit margin and will ultimately be borne by the consumer. One of the reasons Bed Bath & Beyond, Macy's and Crate and Barrel choose to carry SodaStream is that they want the consumer to make MORE FREQUENT trips to their establishments for consumables. Instead of going to such establishments once every 3 to 6 months, customers will now visit once every 1 to 2 months. That makes an enormous difference for generating impulse purchases at such retailers. One could argue then that transportation costs could increase for the individual consumer. Total Costs = $1.73 per Two Liter -- More Expensive Than Retail *Concentrate Flavor cost bottle of concentrate $4.99 Liters of product per container 12 Flavor/l $0.42 *Carbonator Volume of CO2 130 Cost of CO2 per refill (130 liters) 29.99 CO2 cost per liter $0.23 *Sodastream Equipment Costs - Amortization Per Liter Equipment cost $89.00 Equipment life (years) 5 Discount rate (cost of money) 8% Liters per month 10.00 Monthly amortized cost $1.80 Cost of equipment per liter $0.18 *Water Cost with Brita Filtration Municipal water costs per liter in US $0.0004 Brita filter three pack (454 liters of water output) $16.95 Brita cost per liter $0.0373 Water and filter costs per liter $0.0377 (assumes you already own Brita Pitcher so no equipment costs, just incremental filtration) ***TOTAL COSTS PER TWO LITER = (Flavor + CO2 + Equipment + Filtered Water) * 2 SodaStream Total Cost Per Two Liter = $1.73 Without filtered water: SodaStream Total Cost Per Two Liter = $1.65 *****What does CO2 Really Cost???? THE MATH BELOW IS WHAT SODASTREAM DOESN'T WANT THE CONSUMER TO KNOW *Restaurant Carbonation (note distributor prices, so there is still a distributor profit) weight of CO2 contents of large restaurant CO2 tank: 50 lbs weight in grams: 22,680 grams of CO2 cost to refill - Summer 2011: $35 CO2 grams/liter of carbonated water: 7 grams *Efficiency of Restaurant CO2 Carbonation losses: 10% available CO2 in tank (residual is required for pressure): 85% net accessible CO2 of total: 77% usable grams of CO2: 17,350 grams *Output carbonated liters of water: 2,479 cost per liter in USD$: $0.014 *SodaStream Output SodaStream Refill: 130 liters (quoted end product) Cost per refill: $30.00 cost per SodaStream carbonated water: $0.231 *SodaStream Markup Economics ratio of SodaStream to Restaurant prices: 16.3x SodaStream inflation price over restaurant pricing: 1534% math: [y/x-x] to give increase over base case restaurant pricing This is an incredible 1500% markup Pros Saves plastic Allows flexible mixture of flavors Cons Cost of output is not compelling Grossly inflated CO2 refill costs Another store trip required for refills separate from grocery store visit ***Disclaimer: I am an investor who has used the product multiple times. At the time of this review, I did NOT have an investment in SodaStream either short or long. In the past, I have both owned the stock and shorted it (bet against it). I may be on either side of the trade by the time you read this -- I am not very sentimental. …",31 out of 36 users found this review helpful
" Never recieved it, company ignoring my emails",1,"This item was a part of an order that had two other items, each from different sender. I received the first two within a few days, this one never showed up. When it was already a few days late I had an order number so I checked where it was to see why I haven't still gotten it. It was delivered. To San Diego, California. I live in SLC Utah! OK. Just a mistake, no problem. I emailed the company and they gave the shipping number to check where it is because they sent it. First of all, they gave me a wrong number, luckily I had mine saved from when I made the order. When I copy pasted the delivery to Sand Diego info and asked them what is up with that, I never got the reply back. I tried again a few days later asking do they intend to resend this item or will they give me a refung....still no replay. This is not a lot of money, but it **** me of that I ordered something through Superstore and the company is doing this. I will most definitely never order anything from them again, and today I am contacting Superstore to see what they can do about it. it isn't the money, it's the principal! …",16 out of 51 users found this review helpful
 Too small for the price,2,"I shopped around a little after purchasing this antler chew, and I really don't think this one was a good deal. It is about 6 inches long, as advertised, but pretty thin. Also my dog, who usually goes crazy for elk antlers, isn't really interested in chewing it. I recommend ordering from Grateful Shed Antler Chews instead. …",11 out of 14 users found this review helpful
" Flour, as stated, not powder",3,"Searching the internet may tell you that malt flour is sometimes called malt powder. This may lead you to believe that this is a malt powder, such as you might use for making beer or a killer malted milkshake. Although this product is visually indistinguishable from such malt powder, it tastes like flour, and cannot be used for these purposes unless you like four in your milkshake. It does make for really good pancakes, as long as you don't add too much. I would go no more than 1/4 malt flour to 3/4 regular flour, and possibly less. …",19 out of 22 users found this review helpful
 A remakably mixed review,4,"This olive oil adds a freshness to every dish that you're bound to notice. It's true what the others are saying, this oil is different than most others. When I first got tasted it strait, was shocked at the resemblence to wheat grass juice and the bitterness that lingers in the back of your throat. Compared to my regular store bought EVOO's heaviness and richness, this one is clean and bright. But my first reaction was to write the seller and find out if my bottle tasted as it should or if I'd gotten a bad bottle. They wrote back saying that the grassy flavor and ""peppery notes"" (bitterness, in my book) comes from the relatively young olives. I was also impressed by the fact that I got this in Sept and it was bottled as recently as August, probably also responsible for the fresh taste. Getting this olive oil inspired me to try some other brands and I have found a very similar taste without the bitterness in the slightly less exensive Trader Joe's Australian variety of EVOO. Both are great when used in fresh dishes and shine best when they aren't cooked. My biggest question is, why aren't people reviewing more EVOO products on Superstore. The fact that this one is the only one who's following sings it's praises here should tell you that it's worth trying. …",13 out of 14 users found this review helpful
 Anecdotal evidence was too true for me!,5,"I drank 3 cups brewed with 2 tea bags each of this tea for the last few months of my pregnancy. The amount of time I spent pushing my son out totaled 5 minutes. My midwife had said there were lots of anecdotal reports of raspberry leaf tea causing easier labors but I was skeptical. Obviously, my experience made me a believer! I found this tea's taste to be no different from the more expensive brands. And I appreciate that the design of these teabags is less wasteful by not using strings, tags, or staples like most teas. …",11 out of 12 users found this review helpful
 Tasty but high-fat,4,"These cookies are very tasty, surprisingly crisp and light, and don't taste at all like comparable inexpensive packaged cookies from the US. They are made in Poland for a German company and taste a lot like many confections from Europe, where crisp wafers and balanced tasting fillings are the norm(rather than the over-sweet cream fillings common here in the US) Contrary to another review here, the ingredients/nutrients list states that are are 0g of trans-fats in theese cookies. However, there's a LOT of saturated fat. That's a concern because if you're a normal healthy adult, you could easily eat a package of these in one sitting (only 5 ounces!)...in which case you would have had about your week's worth of saturated fat in one sitting! Since our country has a massive (literally) weight problem, that's something to be aware of. Hard to beat the taste for the price, but eat with care. …",29 out of 36 users found this review helpful
 I'm spicyyyyyyyyyy,3,"That's pretty much what these ramen noodles has, spiciness. I love spicy noodles like the next guy but even after using only half the packet, it still leaves your mouth hot and spicy. And can barely appreciate the quality of taste these noodles are suppose to bring. It's like when you order the most spiciest buffalo wild wings. You cannot taste the meat but just how hot they are. The same can be said about these supposedly top brand ramen noodles. …",6 out of 12 users found this review helpful
 Ridiculous shipping charges!,1,"These chocolates may be fabulous -- I hope so, as I sent them as a gift. I thought that the shipping charges on my order looked high, but I was in a hurry so I ordered a bunch of gifts, including this one, without examining too closely. Anyway, the shipping charge for this product alone was over $11!! The same price as the product itself. I am giving 1 star because I think this is TACKY to make the product cost double what you think it will by tacking on a such a ridiculous ""shipping and handling"" charge. Beware! …",11 out of 19 users found this review helpful
 Betar thun beets,5,"Thiys hea is beteer thun beets alune, eet is pickled beets! SO GEWS! I havynt orderd dees buecuz they are out of stuck but when they ar avaylible I am so gunna order deez. I CANT WAIT! …",0 out of 15 users found this review helpful
 Shipping costs a deal breaker,1,"After you add shipping, the cost for this product is over $7 a pound! Even if you add in the gas needed to drive to your local store, you can find a better deal just about anywhere. …",8 out of 20 users found this review helpful
 Bring Back the Old Formula,1,"New Coke?...seems the Cytosport folks are going to have to learn this lesson the hard way. I'll not purchase Cytomax again until they return to the old formula or at least improve the ""new"" one as it currently tastes terrible. …",20 out of 22 users found this review helpful
" Not bad, not great either.",3,"I purchased this coffee because both the Newman's Own and Sumatran Reserve were priced up near $1 per k-cup this month, and I needed something dark and bold to replace them until the prices came back down. This coffee brewed up strong, but had a bit of an empty, bitter finish. The caffeine content is acceptable. The package could have been treated a little better during shipping as there were lots of dents, crushed corners and sides, and evidence of bending on the sides of the k-cups. None of the cups have thus far shown a broken seal though. Overall this is an acceptable extra bold style k-cup, but there are better options out there. My favorites have been the Newman's Own and the Sumatran Reserve. I haven't tried the Black Diamond K-cups as they are a bit pricey right now also. I'll probably end up using a coupon and buying my preferred flavors in a brick and mortar store nearby for a better price, or ordering some Coffee People 50-count extra bold flavors. Their boxes have had pretty stable pricing for the past 6 months or so. If you are out of options, this is a cheaper substitute for a pricier extra bold flavor. I wish Superstore could sort out their supply issues and keep K-cup prices a little more stable. Lastly, I wouldn't buy these again if I had other similar priced options. TL;DR - These are okay, but go for other extra bold flavors if they are priced about the same. …",10 out of 12 users found this review helpful
 Great Coffee--competetive price!,5,"I've had my Keurig brewer for 5 months and have tried a lot of brands and the Coffee People Donut Shop regular is among my favorites. Green Mountain Nantucket Blend and Timothy's Italian Blend are also favorites. One reviewer remarked about Subscribe & Save costing less. It's only a dollar and a few pennies cheaper than this packaging and Subscribe and Save does not offer Donut Shop ""regular"" but instead has ""Extra Bold"". Also, this packaging gives you 50 k-cups as opposed to 48 (2) 24 count packages in Subscribe & Save. Another reviewer complained about not having the standard boxes to dispense the coffee. I purchased a K-Cup carousel, available on Superstore for $19.95 that holds 26 k-cups; it looks nicer by my Keurig than cardboard boxes. …",105 out of 111 users found this review helpful
" Good, for American tea",4,"While Lipton seems to have borrowed the pyramid shape idea from PG Tips, they have improved on the concept of the triangular bag. This mesh bag allows for more water to pass through and for the tea drinker to observe the handsome, long leaves. Black Pearl's taste is strong by American standards and definitely the best thing Lipton has going. Tazo's Awake boasts a more distinctive flavour, but either choice is a pleasant surprise for the supermarket shelves. …",9 out of 13 users found this review helpful
 Kong cat scratcher,1,"My cat does not seem to like it. I will try to put some more catnip on it to see if that will do it, otherwise I am not pleased at all! …",1 out of 12 users found this review helpful
 The office coffee club consensus,3,"My office has a coffee club where everyone chips in and we buy coffee to try from all over. We ordered Kicking Horse Coffee Kick **** Dark to give it a try. This coffee is roasted very dark roast without being burnt. Those of us in the office who like our coffee on the strong side really enjoyed the blend. It is a blend, I would assume of Sumatran and Costa Rican beans. The roast was actually too strong for the coffee drinkers who like light to medium roasts so we will not be purchasing this one again. I took a little of this home and tried it in the Moka pot. I personally like dark roasts and this was too strong for me when using the espresso esk method. I'm giving this three stars because it's not for everyone. I feel the blend could have been a little better (use of cheaper Central American beans) at he $11 plus per pound reduced Superstore price. …",11 out of 14 users found this review helpful
 The price is right,5,"We have a little Maltese that we spoil to no end. These treats are the perfect size for him and he loves them. He can be a little picky. Among his daily treats are Greenies and since we found these on Superstore, Zuke's Jerky Naturals. I will say that we tried two different kinds. Along with these, we tried the WellBites Chicken and Venison Recipe Dog Treats, 8-Ounce Pouch . The Zuke's are really potent. When you open the bag, you catch a big whiff of how strong they are. They're probably real flavorful because of it (I didn't try one). The Wellness treats seem a little dryer. While our little guy likes both of the treats, the Zuke's win over the Wellness. Plus they're cheaper so that's even better. He can't get enough of them. We also tried the Z-Ridge Mini - Carrot Fresh Breath Dental Chew Bones, 15 Count Pouch made by Zuke's. He doesn't like those as much as the Greenies. I would say that this product is one of the best we found for our dog. Plus we were able to take advantage of the free super saver shipping as well. These are highly recommended. [Edit: August 14, 2011] He still loves them! We've had to start giving our little guy Remedel for a little shoulder injury he had. These Zukes make it real easy to give him the pill. Since they're moist, we just put the pill inside and press it all around the pill. That way he doesn't even know he's taking it. Trying to give him pills with the Wellness treats doesn't work so well since they're dryer. [Edit: September 29, 2012] Anyone else notice that they seem different?? The last couple packs we bought were dryer and brittle. They also weren't as potent as the other ones were. He doesn't seem to like them as much any more. I don't know if the bags we bought were partially opened so they dried out by the time the were delivered or if their recipe changed. I'll buy some more and see how they turn out. A little disappointed... …",15 out of 15 users found this review helpful
 Total Ripoff !,1,"This is a total rip-off. What the listing doesn't tell you is that you only get 4 tea bags !! I spent $6 for the box of tea and another $8 for shipping. So, basically, I spent $14 for 4 tea bags! …",15 out of 18 users found this review helpful
 THIS STUFF REALLY WORKS!,5,"I was a Red Bull drinker, coffee drinker and whatever else I could get my hands on to give me the energy I so desperately needed to get through some days. Someone suggested i try this 5 hour energy and WOW! It really did work without the ""drop"" afterwards. I have noticed that when I take more than 3 a week I start to build up a resistance and they don't work quite as well.... but hey! That's what happens when you drink caffein too, right? …",33 out of 45 users found this review helpful
 Not a K-cup but works in a Keurig,4,"As the other reviewers have said, this is not a K-cup! I uploaded an image of one of these pods next to a K-cup for comparison. The difference is the filter is exposed in these pods as opposed to being fully sealed in a K-cup. Since the coffee is exposed to the air when you open the package, you will have to seal them with a clip or put them in an airtight bag or tupperware to prevent the rest of the pods from loosing freshness. Having said that, in my experience they are a great inexpensive alternative to use in your Keurig brewer. The 36 count boxes arrived as unmarked brown cardboard boxes, not the colorful retail packaging shown on Superstore. Inside each cardboard box, there are three clear heavy duty plastic bags, each of which holds 12 of the pods. The bags are not resealable! …",45 out of 48 users found this review helpful
 Popcorn Salt,5,I ordered this product because I had difficulty finding it in the grocery stores. I will definitely order from this company again. …,7 out of 12 users found this review helpful
 Beware new Nutrition Facts - Sodium Content Has Changed,3,"I love this broth. I just ran out and purchased a new supply. I happen to re-read the nutrition lable and discovered that the sodium content has gone from 54 mg (2% daily) to 430 mg (18% daily). If you use this because of the low sodium content, please be aware …",16 out of 17 users found this review helpful
 Cheap packaging - slightly deceptive photo of product,2,"Product seems ok but, is shipped in a flimsy cellophane bag that cannot be reclosed. (Note that the photograph of the product appears to show the rim of a jar, but the ad intentionally avoids a description of the packaging.) A cheap jar with a screw on lid would not have added much to the price. …",10 out of 26 users found this review helpful
" Not great matcha, but for the price it's good for everyday use",3,"It tastes good enough and is affordable enough to use every day. It's not sweet and super bright, almost-neon green like medium and high grade matcha, but it's not bitter, unpleasant, stale, and brownish like Malden's similarly priced matcha. It is only slightly more expensive than Malden's matcha ($3.40/oz. or $2.62/oz. in bulk vs. Malden's $2.50/oz) but the quality is superior. I highly recommend this as an overall good mathca at a really good price. If this is the first matcha you try you won't be disappointed. But if you're not impressed with the taste keep in mind that the next step up in quality available through Superstore is at around $10/oz (ex. DoMatcha's 2nd Harvest). …",22 out of 22 users found this review helpful
 For those  who like mild coffee,5,"I have a Keurig in the office for guests (and myself) but I learned that most of my guests prefer a lighter roast than I do. After tasting the Veranda Blend, I found it was light, but very aromatic and you could still add sugar and cream and it was very similar to a good restaurant coffee. So when supplying choices of blends for guests, I'm including Veranda as a milder blend for those who don't like French Roast or Sumatra or other bold blends. I find that there is a bit of woodiness, but also a slight flavor of nuts and cocoa. It's a pleasant blend of coffee and a very good cup if you don't want something awfully strong. Some lighter roasts are acid to me, but this one seems to be balanced. …",12 out of 13 users found this review helpful
 Can't live without it,5,"Having suffered from Chronic Candida Albicans for over 10 years, I finally came to terms with the idea that I CANNOT have any type of sugars or sweeteners, not even natural sugars from fruits. Being a fruit lover who used to eat lots of fruits on a daily basis, I started looking for a safe way to have sweet stuff without feeding the microorganisms that have been for so long attacking my system. After a lengthy research of more than a year, I found out that though most sweeterners FEED bacteria and Candida Albicans, Xylitol DOES NOT. I started using Xylitol regularly and found out, to my surprise, that my worst Candida symptoms were GONE. The symptoms would recur every time I had fruits (darn!)or something made with refined sugar or other sweeteners like Splenda or Stevia, or even the Aspartame that is used on Diet Drinks. Whether I liked it or not, it became clear to me that I could not eat or drink anything sweet, that I could neither have any fruits and that I could not drink any diet sodas. I have intensely and extensively ""tested"" Xylitol for over a year and I can AFFIRM without a doubt that it is the ONLY sweetener I can use without getting my symptoms back. I buy chocolates made with Xylitol on a regular basis and I use this brand of Xylitol to make chocolate bread and all kinds of cookies. I also make healthy chocolate ice cream with Xylitol, unsweetened cocoa powder and soy milk. If it were not for Xylitol, I would not be able to put anything sweet in my mouth. One of the most recognizable and annoying Candida Albicans symptoms was that I had to get up every one or two hours every night to urinate (!!). It was a nightmare, but it helped immensely when it came to ""testing"" what was good or bad for me. Conclusion: If I stay away from all types of sugars, natural fruits, fruit juices and sweeteners, and only use Xylitol-sweetened stuff, I feel much better in every respect and, very importantly, I can sleep 6 or more hours in a row without waking up to go to the bathroom. …",30 out of 30 users found this review helpful
 Not as heathful of a snack as you might think,3,"The good news is that the peanut butter flavor of these granola bars is really good. When I first bit into one, I immediately thought I was eating a peanut butter cookie. They're very reminiscent of a Girl Scout peanut butter cookie, minus the cream filling of course. That brings me to the bad news. While a serving of these granola bars has a tad less fat and sugar than a cookie, the difference isn't great. If you don't believe me, just look at the nutritional information for a Nutter Butter cookie here. That doesn't mean that this isn't a good snack to have on occasion. These are a healthier alternative than a candy bar, for example, but they're really not much different than a cookie. In other words, even though most people would equate granola bars with health food, one must be careful not to overindulge in these. …",21 out of 26 users found this review helpful
 They are powdered and they are eggs,5,You probably don't want to fix them for your guests but they are an excellent way to keep eggs on hand for baking or as part of your emergency food supply. …,14 out of 16 users found this review helpful
