Title,Star Rating,Review,Helpfulness
 good blackstrap molassess,5,"This is a nice blackstrap molasses. I will say, however, if you are looking for BSM for an iron supplement, try to find the kind from House of Herbs which has 75% of RDA of iron; this brand has 25%. …",24 out of 24 users found this review helpful
 Apfelsaftschorle for Americans,4,"Living in Germany for several years, I acquired a taste for Apfelsaftschorle or schorle for short, apple juice and sparkling water. The soda water cuts the sweetness, gives the juice a little tang, and makes the drink a better hydrator; the juice makes the soda water a little more interesting. I usually drink any fruit juice this way now. Switch premakes my schorle. The blend was and orange citrus rather than apple, but very good regardless. I tried it straight, but it would have been better over ice or if it had been mixed with a little more soda water and a little less juice. The ingredients were juice, sparkling water, and a couple of stabilizers, without two of my pet peeves; artificial color, especially red 40, and high fructose corn syrup. I enjoyed it and can recommend it as an excellent alternative to conventional soda. E. M. Van Court …",18 out of 22 users found this review helpful
 WARNING RECIPE CHANGED AS OF FEBRUARY 2012,1,"My daughter absolutely used to love the original version of the Chick Chick baby food (with Chicken, Sweet Potatoes, and Brown Rice). Unfortunately, the recipe has apparently just been updated (though not reflected on Superstore's page as of 2/24/2012) to include totally different ingredients (except for the chicken). Now my daughter absolutely refuses to eat this product. The consistency and flavor seem to have drastically changed. Hopefully your child will enjoy the new blend, but I wanted to provide a warning for those of you that may have tried the other version... …",15 out of 15 users found this review helpful
" As a Red Bull Enthusiast, I Highly Recommend This!",5,"This is an excellent, cost-effective alternative to Red Bull. The flavor is spot on--even though a purist may be able to notice the difference, I was very pleased with how close this comes to the real deal! For the price, two cans of the real stuff almost pays for 12 liters of this. Also, with this syrup, you have the option to how strong or weak you'd like to make each serving. I find that I can add less than the recommended amount and make this mix go even further. I think you would be hard-pressed to find a cheaper alternative that tastes so close to the original. …",32 out of 34 users found this review helpful
 don't get it,1,I was expecting this to be very tall and it came out to be tiiiiiiiinnny. The lids a a nuisance and keep falling off. The image was very very misleading and should have been next to a person. Would've returned it if it wasn't a gift to someone. …,19 out of 24 users found this review helpful
 Yum!,5,I was very happy with both the caviar and the company. The shipment arrived next day well packaged and with wonderfully reusable freezer packs. The caviar was fresh and extremely tasty. I would certainly order from them again. …,11 out of 12 users found this review helpful
 Buyer beware,1,"I ordered this item, and was instead shipped a different item (ginger beer). There is a difference, and the company that makes this makes both. However, Superstore's warehouses are too stupid to recognize the difference. When I politely pointed out to them that they had shipped me the wrong item, they very politely apologized, and promised to send me the right item...whereupon they sent me exactly the same wrong item again. When I complained again, and asked them to either find the right item, or refund my money, they ignored me. If you really want ginger ale, you can buy this mix on the Internet from other suppliers. Don't say I didn't warn you. …",3 out of 15 users found this review helpful
 Great Flowers,5,"I live in the UK and ordered these flowers for my aunt in Florida. She was exceptionally pleased with them, and says they are one of the nicest bouquets she has ever received. …",12 out of 12 users found this review helpful
 no shipping charges in December if over $50 on DrFosterSmith.com,2,Same price as Dr. Foster & Smith. …,1 out of 22 users found this review helpful
 Anecdotal evidence was too true for me!,5,"I drank 3 cups brewed with 2 tea bags each of this tea for the last few months of my pregnancy. The amount of time I spent pushing my son out totaled 5 minutes. My midwife had said there were lots of anecdotal reports of raspberry leaf tea causing easier labors but I was skeptical. Obviously, my experience made me a believer! I found this tea's taste to be no different from the more expensive brands. And I appreciate that the design of these teabags is less wasteful by not using strings, tags, or staples like most teas. …",11 out of 12 users found this review helpful
