Title,Star Rating,Review,Helpfulness
 Fun Nostalgia,4,"I bought this as a gift for my husband's 28th birthday. When he was a kid, his mother never let him eat candy. Needless to say he is a complete sugar fiend, and would eat candy for breakfast, lunch and dinner if I let him! When he opened the box, he exclaimed, ""This is a really cool gift!"" and immediately tore into the box. It generated a great conversation about what candy we remembered. Some of the candy appears to be knock-offs of the ones everyone remembers (where are the Pop Rocks??), and some of the candy we had never heard of. Oh, and he opened the box upside down so he didn't see the ""Don't Open Unless You're A Child of The Eighties!"" until he closed it. All in all a very nice gift. He's away on business now and hid the box from me so I can't eat any while he's gone! …",21 out of 31 users found this review helpful
 jttodd,5,"Makes a great cup of sugar free-fat free 25 calorie hot cocoa! It's not quite as ""rich"" a product as some of the gourmet cocoas, but for those of us on restricted diets, it's a really good product. I like the canister because it's convenient and pretty much spill proof. I took the little single serving packets on vacation and they just don't travel as well as the canister. PS Add a dash of cinammon or maybe a little almond flavoring if you feel like having a gourmet cocoa! …",14 out of 15 users found this review helpful
 misc salt,1,"This product looked wonderful and priced well. In actuality, it was poorly boxed, bottles were broken, and it was a mess inside the box. I would not order this item again. …",8 out of 21 users found this review helpful
 my favorite plant,5,"This plant was about 10"" tall when I received it. Six months later and it is almost to my shoulders with leaves that are two feet long. No bananas yet but it is a beautiful, lush plant, that even my husband admires. …",29 out of 30 users found this review helpful
 Great for drawing on candy melts!,5,"After attempting to use Wilton food writers on candy melts (successfully, but difficult and very spotty), these AmeriColor food writers are a dream! They're so smooth, and make perfect, crisp lines. Plus, the tips are very flexible, so lines can be thin or thick, depending on the amount of pressure applied. I use them for candy chocolate-covered cake pops, and plan on keeping a supply of these markers on hand at all times! …",21 out of 21 users found this review helpful
 What are the ingredients?,5,"Dear Superstore , Please list the ingredients of products such as this, so that those of us with food allergies can purchase wisely. What kind of oil is used? Is there dairy in the product? I would love to try this product, but must know what is in it before I make a purchase of six boxes. Therefore, I am unqualified to rate the product since I have not tried it. Many thanks! …",11 out of 26 users found this review helpful
 good stuff,5,"Great in smoothies, makes it less expensive to creat high protien shakes ,with a few more high protein ingreds a nice alternative to commercially prepared protein powders. …",17 out of 18 users found this review helpful
 disappointing,1,The basket was a gift sent to a customer. It was much smaller than expected and overall embarrassing to give. I will not use this site for gift baskets again. When I issued concerns to Superstore nothing was done... …,9 out of 12 users found this review helpful
 LOVE IT~LOVE IT~LOVE IT!!!,5,"I have been using Nutiva Organic Coconut Oil since December. I used to buy it at the heatlh food store by my home, however after receiving the great deal on Superstore I will continue to buy it here. Since I have been using Nutiva Coconut Oil my skin is glowing and I feel better all over. I use it as a daily moisturizer on my skin after my showers and I drink 2 tablespoons daily. I have a very hardy, healthy appetite and eat alot. For the amount of food I eat I should weigh more than I do. I believe that the Coconut Oil helps you maintain a healthy weight. I am so glad I found out about Coconut Oil and I will continue to use it forever. Thank you. …",9 out of 12 users found this review helpful
 No perfumed sissy teas for me ;-),5,"I have been a tea drinker since I was a baby. In fact, I cannot remember a day of my life without at least one hot cup of tea... And so, it is no wander that I am continuously on a quest for a better tasting leaf. As of lately, my choice has been the Black Pearl. Its fairly recent appearance on supermaket shelves has saved me from frequent trips to a not-so-local tea boutique. The Black Prearl is en excellent choice for those who, like myself, enjoy the brew without the addition of taste masking ingredients, such as lemon, sugar, or milk. The leaves are large (tea dust in the bag is an indicatour of inferiour quality). They brew a liquid that is golden in color (make sure your tea cup is white to enable you to admire it), strong but sweet in taste (unlike most Lipton brands that brew too dark and bitter for my liking), and an aroma that is true to the taste (be patient and allow it to develop; too short a brew=no aroma; too long=bitter taste). The Black Pearl presentation, a fabric piramid, is an added bonus, especially if you are brewing directly in a cup, or a transparent tea pot. My suggestion is to always use a tea pot as it lengthens the experience and allows for a better water to leaf ratio manipulation (quick tip regarding water: OVERboiling removes oxygen and prevents the maximization of flavour!). Sip and enjoy! PS: The price I have paid for this product on Superstore thru Subscribe and Save is HALF of what the supermarket charges! Go, Superstore! …",12 out of 12 users found this review helpful
