Title,Star Rating,Review,Helpfulness
 WholeFoodGirl,5,I have tried several methods and recipes for nut milk and this is by far the best nut milk bag I have ever found! You can use it over and over again. …,12 out of 12 users found this review helpful
 Perfect Dog Food,5,"My Pomeranian has a very sensitive digestive system and I could never find a food that I knew would provide him both great nutrition, taste and no allergic reaction. Until this canned food ----- that is. He loves it and it is made so well. You can tell there are no fillers in it by the appearance and texture. In fact, when you read the ingredients there is only Turkey Brown Rice and Vitamins. I encourage anyone who is thinking about ordering this food to give it a try. Your pooch will be glad you did. …",12 out of 12 users found this review helpful
 Nice size for 'bottles',4,"I used to purchase liquor-filled chocolate bottles for X-mas for quite a few years. They were excellent and hoped to get them THIS year. The product web site was being upgraded so I had to 'settle' for these. What a nice surprise to find that they truly were NOT 'second best' These 'bottles' were much larger than the ones I used to get, hence, more liquor filling. I'm not that familiar with all the true tastes of the different 'spirits' but I felt they were all very good. I'd recommend these to anyone. …",19 out of 19 users found this review helpful
 Stick with Gasoline or Motor Oil,1,I'd rather drink some super unleaded gas or motor oil than this stuff. I hurled almost immediately. Liquid Drano equivalent. …,17 out of 19 users found this review helpful
 K-Kaps a great inexpensive little item,5,"I have been using these caps constantly for the past 2 weeks and haven't experienced any problems with water leakage, poor fit, etc. The trick I found was to push the cap into the K-Cup so that the top rim of the Kap is even with the top rim of the K-Cup. I fill used K-Cups and Kap them days before I plan to use them and seal the hole in the top of the Kap and the hole in the bottom of the K-Cup with those ""dot-type"" stickers one can get in office supply stores and discount stores. This keeps the coffee/tea/hot chocolate, etc. from getting stale before brewing. To clean used K-Cups, I bought a cheap eyebrow brush to ""sweep"" the wet grounds out of the Cup and filter after use. I do keep numerous used, clean and dry K-Cups to fill and cap while recently used K-Cups are drying. I've found that the regular grind coffee that I buy in the grocery store works well for brewing as fine grind coffee tends to clog the needle in the brewer. To get the correct strength in tea, I fill the K-Cup with the equivalent of 2 teabags, then cap. For coffee, I fill the K-Cup to nearly the bottom edge of the K-Kap. So far my Kaps are working well and saving me money. Before discovering these, I was somewhat regretting having bought my Keurig brewer because of the high cost of the K-Cups and the number of people living in my house who drink multiple cups of coffee daily. The bill for buying K-Cups was starting to look like my mortgage payment! These saved my bank account. …",12 out of 12 users found this review helpful
 Get the original while it lasts,5,"After the popularity of the Slim Jim waned in the years following revelations that the alleged ""macho"" of its celebrity endorser was merely spray-on tan, we endured a series of tasteless and unsnappable tinkerings to the original recipe. Sadly, by the early days of this century, the original recipie had been lost. Even a team of scientists hired to reconstruct the glory of Slim Jims past failed in their efforts. We feared we would never see the likes of the ""skinny james"" of our youth. Happily, a warehouse cellar of the original was located near Hoboken, NJ. How the store had gone missing more than 30 years ago is not known. But, like fine wine, these Slim Jims have only improved with age. Get yours before they're gone! …",5 out of 16 users found this review helpful
 Product change,1,"I also have been a fan of Cafe Francais since it came on the market. I so look forward to my coffee each morning. No more!!! The shipment I received last week came in a tin with a new look. My first thought was to check the ingredients against my old tin. Well guess what-----they changed a perfect formula. It has more sugar, less fat, more sodium, and a whole lot less coffee. It tastes more like creamer with very little coffee flavor. I sent an e-mail to General Foods International Coffees and am waiting for a reply. In the mean time I will not order it anymore unless they change the formula again. I am soooooo disappointed that General Foods would mess with perfection but not surprised. As I told General Foods in my e-mail, the Cafe Du Monde in New Orleans would be amused that they are passing off this new formula as Cafe Francais. …",21 out of 22 users found this review helpful
 You can call it dal or hummus & it's easy,5,"The biggest pain to making authentic hummus from dried chick peas is removing the chick peas' skins after they've been cooked, after hours of soaking the dried beans, prior to cooking. Bob's Red Mill Chana Dal Beans removes the real work. While not exactly garbanzos, Bob's chana dal split beans are a very close cousin. Soak a pound for a couple of hours, rinse, then cook until softened, and run them through the food processor with a little cooking water, tahini, lemon, garlic, cumin, salt, and a smidgeon of turmeric and pepper flakes. One pound dry will make about three pounds of delicious hummus. …",38 out of 39 users found this review helpful
 better than most,5,"a great tea, much better than the whole flower hibiscus you find in mexico or spanish markets, because it's ground finer so you need to use less. one bag will last a long, long time, the tea is delicious, and new studies say hibiscus lowers blood pressure. we drink it constantly (add a cinnamon stick, a little sugar, and you're good to go) …",13 out of 13 users found this review helpful
 Based on beef being grass fed however . . .,5,"the other ingredients are not so healthy and unfortunately I'm unable to review the flavor as I forgot I can't have beef anymore (due to health issues). Ingredients: beef, flavoring supplement (salt, dextrose, corn syrup solids, maltodextrin, spices, spice extractives, soybean oil), vinegar, brown sugar, liquid smoke, salt, black pepper, garlic powder, spices Here is some info found on the internet: Maltodextrin ~ maltodextrin from corn or soy can be very unsafe/poison for anyone. As all GMO products like corn and soy are genetically engineered from the monsanto company. they insert a bacteria in all GMO products, and this changes the natural organic developing of corn or soy. do not buy anything that contains maltodextrin or titanium for your own health. Maltodextrin made in the US is made from corn. Corn in the US is a GMO food so Maltodextrin as derived from a Gmo is extremely unsafe. Soy ~ this particular info from: (...) . . .fermented soy products such as natto, tempeh, miso and soy sauce, and enjoying the health benefits. Fermented soy does not wreak havoc on your body like unfermented soy products do. Here is just a sampling of the health effects that have been linked to unfermented soy consumption: *Breast cancer *Brain damage *Infant abnormalities *Thyroid disorders *Kidney stones *Immune system impairment *Severe, potentially fatal food allergies *Impaired fertility *Danger during pregnancy and nursing and for all ~ Jesus Christ (Yahushua HaMashiach) is coming back. Don't leave this world without Him... Gift of God With all the bad going on in the world, God wants us to tell everyone about His good news. It's so fascinating always watching everything unfold just like the Bible predicts. I am often sent emails saying to forward it to everyone on my list if I am not ashamed of Yahweh (God) and His Messiah Yahushua HaMashiach (Jesus Christ). I do not forward those emails cuz I don't trust them (I'm not computer literate either), so I am sending this to everyone on my list (along with everyone else), as God does command us (no matter what the consequence to us) to share His good news with every one of His Messiah providing us with the only good way out of this world. Yep, just like it says it's going to happen in the Holy Bible (no matter which version is chosen to be believed or not believed), it's gonna get beyond tragically ugly here. If we think that there's been bad stuff already happening, we ain't seen nothin yet. Pretty much (if I remember correctly, but it's in the Bible), God unleashes 7 plagues the likes of which the world has never seen nor will see again (remember Sodom and Gomorrah, Noah's Ark and the great flood, etc., etc.); God abhors sin of which we are all guilty; no matter how big or how small (even the little white lie); sin is sin to God, and the penalty for sin is eternal death and separation from God. The Bible also tells of the Mark of the Beast that the coming world leader (the anti-Christ) will force everyone to take (either on their right hand or forehead). If you don't take the mark you will die. The thing about that is that we are all going to die. If you take the mark though, you will be damned eternally to hell and without God. The good news is that God loves us so much that He provided a way for us to be with Him eternally in heaven instead of eternally dead in our sins. For those who choose to believe, repent (turn back to God), receive and follow His command (not request) to accept His only holy blood covering for our sins, Yahushua Ha Mashiach (Jesus the Christ), we will be allowed to join Him in the new heaven and new earth that God says He will replace after all that is destroyed during this tribulation period of utter horrible death and destruction. Whether we believe in God or not, heaven and hell or not, we all believe that we are all going to die, just like we all believe that we need air to breath even if we can't see the air, along with if we jump off a tall building, we will fall cuz of gravity, which we also can't see, etc., etc. The question is, will we die only once with and for God if we repented, received and followed the sin covering that God provided for us through the perfect shed blood sacrifice of His Messiah Yahushua, who beat death and hell when He rose again and thus through His shed blood covering our sins, we will be able to enter into heaven with God forever? Is our choice instead to reject God's Messiah and take the easy way out while we still have to live in this world along with accepting the mark of the Beast from the antiChrist that's coming (or already here) that will lead this war against Israel? God says that we cannot serve two masters; that we have to choose to live and die once for Him or live and die forever without Him. It's just sad that people would rather have the temporary comfort leading to the eternal torment of satan than the temporary trouble leading to the eternal freedom and blessings of God. God's Word, whether we choose to believe is real (like Him) or not (and which has been proven true and continues to do so); I believe is as true as it was yesterday, is today and will be forever (just like Him with His swift terrible justice and His immeasurable love for us all because He provided our eTicket to heaven, the sacrificed and risen Yahushua the Messiah). Will you die with God or without Him? Will you die for Him or against Him? Will you accept the bail (Yahushua HaMashiach) that He paid on your behalf to get out of satan's hell so that you can enter into His heaven? My prayer is that all will ask Jesus Christ (Yeshua or Yahushua the Messiah) into their heart and follow Him so that all may know God's plan for our eternal salvation (rescue from our sins and eternal separation from God in hell) through His perfect sinless sacrificial substitute for our sins, Yahushua, and know His boundless, unconditional love, light, ultimate peace, power, strength, comfort, mercy, grace, beauty, healing, hope, joy and blessings, for you are so very precious in His sight! It's God's way (that He says in His Holy Word is only through His Holy Son Yahushua) or the highway (straight to hell). May God have mercy on us all on our way to finding (or rejecting) and then serving Him! Jesus is my hope in life and my life in death. Please take very good care, shalom and may you find healing and eternal life in the holy name of Jesus Christ! Yahushua loves you! …",3 out of 38 users found this review helpful
