Title,Star Rating,Review,Helpfulness
" Good product for protein, fat and carbs",5,I have been using this product for about it a year. It is great in protein shakes as well as meal replacements. It adds the good nutrition that is needed …,17 out of 21 users found this review helpful
 snack food heaven,5,"These are wonderful! They're definitely chocolate, but not overpowering. The sea salt provides a nice foil, so you can eat a whole bag by yourself without going into a chocolate coma (maybe that's bad). They're just sweet enough to make the chocolate happen. They're like ""hint of oreo"" without all the garbage and without all the guilt (unless you eat a whole bag in one sitting). I've had them with a peach salsa, which was nice. I think they'd go really well with a fresh fruit salad. They'd go well with ice cream, and they're perfect with a tart, plain yogurt. I dipped them in hummus too, and while it doesn't not work...I'm not sure it's great. Still, basically they're versatile and not too bad for you. When you find yourself at the bottom of the bag you can always say, ""well, at least it wasn't a bag of oreos."" …",14 out of 15 users found this review helpful
 do NOT drink unless you can pass out!,5,"This stuff is incredible. I picked up a few bottles for my husband who's a big Marley fan and also happens to enjoy tea... Before he got to them, I had about half a bottle one afternoon while we were playing with our kids. I sat down on the couch and ended up taking a nap (which is something I never ever do). Guess I should have read the label first! I thought it would just relax me, not put me to sleep - so now I drink a half bottle before bed. Sounds cheesy, but it quiets my anxious mind. I sleep SO well with this tea and I wake up feeling happy and refreshed (not weighed down and grumpy as I usually am in the morning). Keep in mind, I'm a lightweight at 117lbs and 5'4. NOTE: I found this at the store at 1.50/bottle... I'm really bummed that Superstore jacked up the price here. …",12 out of 12 users found this review helpful
 1940's candy,5,i sent this to my 80 year old Mother for Mother's day. she was thrilled not to get more flowers and said it was a huge amount of candy and she enjoyed the memories that they evoke. …,36 out of 38 users found this review helpful
 I want to give this a better review,2,"This almond milk tastes great! It has a great flavor that is similar to cow's milk with a nutty flavor. If I think the taste is so great then why don't I give it a better rating? Unfortunately, there is no calcium in this un-enriched version so I can't really use it as a milk substitute for my children. When I can find an enriched version on Superstore, I will definitely renew my Subscribe and Save for that one. …",10 out of 16 users found this review helpful
 Horrible for dogs. Toxic ingredients.,1,"I spent 5 years studying canine nutrition and it's because of hype marketing such as this that dogs have such increased health issues. This is created for profit rather than for pets. Why do I say this? On the label it says ""100% Real"" Note that it doesn't say real WHAT. So then you see ""No artificial flavors or colors"" and you think you are giving your dog real beef, right? Nope. Turn the package over and look more closely. Yes, it has beef but guess what the second and third ingredients are? SALT and SUGAR. After that we have smoke flavor, potassium sorbate (an artificial preservative...note it said there were no artificial flavors or colors. It did NOT say no artificial ingredients and it did not say all natural.) then Caramel Sodium Erythurbate, then Sodium Nitrate, (Sodium nitrate, a chemical preservative) forms nitrosamines - carcinogens known to cause DNA damage and increased cellular degeneration. Studies have shown a link between increased levels of nitrates and increased deaths from certain diseases including Alzheimer's, diabetes mellitus and Parkinson's in humans, possibly through the damaging effect of nitrosamines on DNA.Nitrosamines, formed in cured meats containing sodium nitrate and nitrite, have been linked to gastric cancer and oesophageal cancer.Sodium nitrate and nitrite are associated with a higher risk of colorectal cancer.World Cancer Research Fund UK,states that one of the reasons that processed meat increases the risk of colon cancer is its content of nitrate. A small amount of the nitrate added to meat as a preservative breaks down into nitrite, in addition to any nitrite that may also be added. The nitrite then reacts with protein-rich foods (such as meat) to produce N-nitroso compounds (NOCs). Some types of NOCs are known to cause cancer. NOCs can be formed either when meat is cured or in the body as meat is digested...the next ingredient is then BHA. The US National Institutes of Health report that BHA is reasonably anticipated to be a carcinogen based on evidence of carcinogenicity in experimental animals. In particular, when administered in high doses as part of their diet, BHA (a preservative) causes papillomas and squamous cell carcinomas of the forestomach in rats and Syrian golden hamsters. THEN ONION EXTRACT. ONIONS ARE TOXIC TO DOGS! It is unfortunately true that many companies add sugar as a main ingredient to treats so that dogs will crave treats...they do not brush their teeth so you are entering bacteria into their mouths on top of what is already there and this eventually actually affects their livers and kidneys. With onion ingredients you are hurting their livers and kidneys more by having to filter out this toxin on top of all the artificial ingredients. They are smaller than people and it's far more difficult for them to process these ingredients than it is for us. There are dirt cheap jerky treats for dogs that have all natural ingredients. Don't fall for the false labeling. The very fact that they label this as they do proves what's important to them...not knowledge of getting the best for your dog, but filling it with cheap ingredients for profit. As someone who has studied things like this for years as well as the beneficial affects of a natural diet, this simply sickens me. …",13 out of 21 users found this review helpful
 Izze drinks related to Fibromyalgia type pain,1,"I was drinking a bottle or two of these per day to help me lose weight (these got me off Pepsi). I began to have very bad skin pain and muscle pain in my side and arms, wrists after about 2 weeks of drinking these. I was going to the doctor for the pain and was about to be diagnosed with Fibromyalgia. I started an elimination diet as a last resort because I had not always had this pain (only recently). After stopping the Izze drinks just by chance because I ran out and the store I was getting them at did not have the flavors I liked, the pain went away. This pain was very bad. I was becoming a person who could not have my children or spouse hug or touch me. My clothes hurt where they touched my sides. It hurt to sleep and lay on the mattress with my side. I may be the only person to experience this and realize it may be some kind of allergy to some product in this drink. …",9 out of 45 users found this review helpful
 Love it!,5,"I have a 8.5 month old Aussie mix. She's about 42 lbs now. This food is magic!! I love it! She's never been ""food motivated"" and so she's always been a little reluctant to eat her kibble, but she honestly LIKES this stuff. She'll do tricks for it like it is a treat. More importantly, her poop is GREAT on this kibble. Finally, it's easy to pick up! This food is a godsend. We've previously tried Innova EVO, California Natural Lamb and Rice Puppy and Adult, and Canidae All Life Stages. Innova EVO gave her the runs, but she was a new puppy. (The pet food store said EVO was rich enough for puppies. My vet disagreed.) California Natural seemed better, but her poop was always so soft that it was messy to pick up, and she never really liked it. She liked the taste of Canidae better - so much so that she would pick it out when I mixed it with the Lamb and Rice. However, her poop didn't really improve until we shifted to Orijen. Magic. This stuff is magic, I say. Besides being the magic food for my dog, it's also made in Canada with almost all Canadian ingredients. From what I've read, they get rice from California and Lamb from New Zealand, but otherwise -- everything comes from farms in and around Alberta. No food recalls on this brand! One word of advice: like with all good dog foods, it's best to keep the bag tightly closed. It goes stale. …",14 out of 14 users found this review helpful
 concerned,1,Wanted to know what the ingrients was for the natural flavors because it can be 1500 different toxic things including MSG. Yummy earth refused to answer the question on many attempts. Just another company making us think it is ok for our children when it really is not. If you are concerned email the company and ask them for an exact ingredient list for just one item and see what happens. Just a concerned mom who truely wants to eat organic and not have the wool pulled over my eyes. …,12 out of 68 users found this review helpful
 Quality product,5,I have a Bernese Mountain Dog. The food is good quality and my dog eats it as fast as possible. His coat is shiny and he doesn't have any digestive issues. Superstore is the best deal because of the free shipping. Other sites are less expensive but you have shipping fees that put them over the price of the item on Superstore. …,13 out of 13 users found this review helpful
