Title,Star Rating,Review,Helpfulness
" 1/10 as strong as other brands, won't disolve in HOT coffee",1,"I've loved using NuStevia for 5 years. I tried using this stevia instead. It's won't dissolve in HOT coffe. It takes 9 packets of this brand instead of 2 packets of other brands. Customer service refuses to pay for me to ship this back to them. Do not waste your money on this diluted, non-disolving stevia. It's cheaper to buy a more concentrated brand that will disolve in coffee. …",11 out of 15 users found this review helpful
 Dog Poo,5,I sprinkle this on my dogs food to keep him from eating his own poo. It works like a charm. 2 Thumbs up for Adolf's. Now I can shamelessly snuggle with my dog once again. …,7 out of 13 users found this review helpful
 Tasty Tea that Works!,5,"Along with pumping often, this tea has helped to increase my supply after returning to work. I tried fenugreek tablets, took the maximum dosage (12 tablets daily for the brand I purchased), and it did nothing. Lactation consultant said that for some people, the combination of herbs found in the tea is more effective than a single herb. I had a very hard time w/ my supply when I returned to work, but am determined to continue nursing. Here is what has helped: 1. Drinking this tea. I need to drink 4-5 cups a day for it to be effective. I just boil a pot of water in the morning, steep 5 bags for 15 minutes, and then drink the prepared tea throughout the day. 2. Pumping at least 3 times per day, either instead of nursing or 30 minutes after nursing. 3. Bringing pictures of the baby to work (not sure why this helped... maybe hormones?). Good luck! …",32 out of 42 users found this review helpful
 People consider this refreshing?,1,I'm sure the flaw with this product is with coconut water in general and not with Zico. I gasped when I first sipped this drink. There is a strange saltiness in the taste and the passion fruit and orange peel are barely perceivable. Superstore was kind enough to refund me the cost of this order. Lesson to be learned: try to find a sample of a product before you buy a case of it. …,11 out of 21 users found this review helpful
 Traverse Dried Blueberries,4,"These blueberries are delicious. I just wish they sold an alternate version without sugar or oil. Blueberries shouldn't need sugar or, at least, I prefer them that way. Shipping time was reasonably quick. It seemed slow to me just because I was anxious to get them! Reasonable price, too. …",11 out of 12 users found this review helpful
 Allergic Reaction,1,"I put a dab of this on my 12 month old son's tray and within 15 minutes, his forearm, which had rubbed on it a few times had broken out in hives. He touches his face when he eats, so the side of his face and forehead also broke out. We haven't had a problem with Sprout food in the past, so we thought we'd try the Black Bean and Corn; but something in it gave him a reaction. …",0 out of 12 users found this review helpful
 Not the same,2,"These are not the ones you get in restaurants. They have a slightly odd taste to them. Not minty and not chocolate. I'm not sure where you get the ones you find in restaurants, but these are not them. …",20 out of 20 users found this review helpful
" Strong, Flavorful Coconut Cream",5,"This Coconut Cream has a bit of a grainy texture, which is not bad, as the cream melts easily in the mouth and leaves a strong coconut flavor. You can use it for curry dishes perfectly - just heat up the cream and blend in the spices. Yet, another good idea is to mix it with cacao powder and sweeten it a bit and cool it down in the fridge. You will get a chocolate with an exotic flair. I used to buy Coconut oil but Let's Do Organic Coconut Cream is much better for you. The latter has not only the good, healthy fats but also a lot of fiber, protein, and minerals, which the oil does not have. Unfortunately, they don't offer this cream in bulk or Food Service Size for the moment. As I use a lot, it would be more economical for me. I hope it will be available in bulk size again soon. …",48 out of 48 users found this review helpful
" No meat by-products, good and safe, Turkey & Chicken Dog Food",5,"Everyone knows about tainted pet food from China. Newman's Own is a branding that I can trust, and this one is a real winner. Newman's is what I would make if I were making it for my own family, as in you can trust that it is great tasting, good for you and safe to eat. I'm very pleased that the Newman's line was extended from people food to pet food. When it comes to moist dog food every single choice on the market has meat by-products except Newman's Own. My 3-month old puppy goes crazy for this, as well as for the Chicken-only Newman's canned dog food variety. In fairness he would probably go crazy over meat by-products too. While they *may* never hurt his health, I won't give him any, that lucky dog. One other finding: When you open almost any moist dog food you smell ""dog food"". When you open Newman's Chicken or Chicken & Turkey you smell meat. It actually smells good. Imagine that. …",29 out of 29 users found this review helpful
 Sea SAlt,4,It cost me more for the postage than the product I would not order this again because of the cost on shipping …,5 out of 14 users found this review helpful
