Title,Star Rating,Review,Helpfulness
 Fluoridated salt,1,"I thought this salt was fluoride free unfortunately it is fluoridated, avoid paying extra. [...]. (Over the last few years a new scam has emerged in Europe which is rapidly spreading across the world. It involves ordinary rock salt from the ""salt range"" in Pakistan being marketed as luxurious and healing ""Himalaya Salt"". It is also sold as ""Himalayan Crystal Salt"", ""Hunza-Kristallsalz"" or natural ""Kristallsalz"", ""VitaSal"", ""AromaLife"", etc.. The scam is currently being introduced in India and the United States. It will result in very high overall fluoride intake in anyone who follows the various ""therapy recommendations"") also noted from above website. …",17 out of 24 users found this review helpful
 tasty Maybe beneficial,5,"My midwife recommended this product, and I drank it throughout my second and third trimesters. My labor was slow, but I experienced nothing you might really call pain (pressure and some discomfort) all the way to 9 centimeters. Then I pushed 3 times and my son was born. I'm not saying for sure that it was the tea...but I didn't have labors like this with my other two. At any rate, it's tasty and not harmful. Just remember to tell your midwife or doctor that you're using it. I still drink it just cause I like it. …",18 out of 18 users found this review helpful
 Not as advertised,1,"Rice noodles taste pretty much alike, but this is the second time I have ordered rice noodles from Superstore in the last two weeks only to discover they are not as advertised on the website. In this case the website states that these noodles are made in the US. They are not. The box states they are a product of Thailand. I do not appreciate this misrepresentation at all. …",5 out of 13 users found this review helpful
 K Cups don't work right,1,"Like so many other reviews, I must add my displeasure to the list. The cups are certainly not what I am used to using and I have used just about every brand out there. Mine either fall apart or don't brew. I don't recommend them at any price. UPDATE: After leaving the above review, the company rep made a big deal out of working on things to fix this issue and most importantly promised to fulfil replacement of the bad cups. It has been a month now for those replacement cups, doubt I will ever see them. No response to emails either. I still stand on what I said, ""I don't recommend them at any price."" …",7 out of 14 users found this review helpful
 Great dog food for dogs with digestive problems,5,"I originally bought this as a replacement for Science Diet's I/D as it was always much more expensive than anything else out there. I/D was also more expensive than Newman's at my local vet's office. I have had a ton of issues getting my dog to accept other dog foods in the past. We tried pretty much every brand that you can buy in pet shops and always had problems with my dog scratching or having her ears get bright red. We found out the problem after one of the cases where she almost went into renal failure after eating her Milkbone treats. We needed something organic without a lot of beef in it. While this one does have some bi-product for protein, it doesn't seem to bother my dog at all. She also has normal stools every time which wasn't the case even with the I/D. My dog hated the I/D. She would often leave a good portion of it on the ground or in the bowl and rarely ate it in its entirety. With the Newman's own it is night and day. She scarfs it down in less than a couple minutes and usually eats a bowl in one sitting. It seems like she loves it from the way she eats it. A couple of the reports from reviewers originally scared me about the reports of scratching which was exactly the problem I had with other dog foods. I gave it a try and my husky has never had a problem since and she has been on it for almost three months now. My husky has always had problems with digestive issues and this seems to be one dog food that she likes and does not have problems with. On a side note, I wish Newman's offered a bigger size bag. I have to order these all the time due to the 12.5 pound bag. My husky kills a bag in roughly two weeks due to her size. It still works out being cheaper than the $50 bag of 17 pound I/D I was ordering so I'm still happy with it. Science diet was sending me to the poor house. …",12 out of 12 users found this review helpful
 phenomenal taste,4,"I've been brewing coffee manually for many years, using a plastic cone filter holder. I recently switched to this porcelain filter holder, and it really brings out a huge improvement in the taste. The porcelain conducts the heat better and eliminates any kind of plastic taste. With the cap on, the coffee stays warm for about an hour. Two complaints: the #4 paper filters are a bit too small; you can actually use a #6 filter. Also, there is only one hole in the filter holder, so brewing can be a bit slow sometimes, and when I do try to rush things, there is sometimes clogging which requires my adjusting the filter a bit. But this porcelain filter holder does produce the best coffee I've ever had at home, a coffeehouse, or a restaurant. With coffee, lo-tech and slow-brewed is always the best way to go. …",39 out of 40 users found this review helpful
 TOO EXPENSIVE,1,I just bought five of these kegs of Gatorade for $30.00 total at Sam's Club. Don't waste your money buying this here. …,52 out of 56 users found this review helpful
 Made in China (Throwing mine out),1,Intended as a school safe snack for my daughter to take to daycare. I discovered they are MADE IN CHINA. I'm Chinese and for safety reasons we avoid foods that are made in China. …,11 out of 13 users found this review helpful
 No Equal,5,"We were the grind your own beans, french press coffee people. Till I decided to try this from a local Co-op. I'm not sure why since I wouldn't even think about buy pre-ground coffee such as Folgers, let alone drink instant coffee. But boy am I ever glad I tried this product. It's super easy, quick, tastes amazing, rich and bold without the acidic after taste. Okay it's instant coffee, so keep that in mind but if you looking for a quick coffee fix, you won't be disappointed. …",29 out of 30 users found this review helpful
 Delightful by any other name is TJ's seaweed,5,"OMG, I was given seaweed as a kid by my father as a snack and when I saw these at Trader Joe's for 99 cents a package, I figured I would give it a try. It is like heaven in a package. Sooooo good. Run, don't walk, it's the best. Beats chips, pretzels and I even chose this over my beloved popcorn. FABULOUS!!! …",17 out of 17 users found this review helpful
 Almost as good as Mccann's,5,"I love irish oats. This style of oats is simply the best bowl of cereal period. I eat at least one bowl everyday. That said, all steel cut oats are NOT the same. As many people know, there is no comparison to the taste of Mccann's Irish oats. Why are they better? Honestly, I don't know. Maybe because they're Irish. Anyway, I have previously tried other types of steel cut oats and quite honestly, they were no comparison. Well one day recently, when I was shopping and realized that I was out of Mccann's, I found that my grocery store was out. Right next to the spot was this brand of oats. I had tried the Country Choice Rolled Oat and Multigrain cereals, and they are both great. So I figured I'd give it a try. They are very, very good. These are as close to Mccann's as you can get. Since they are about half the price of Mccann's, I figure i will switch between these two. In summary, these are a great choice if you can't get Mccann's or if you prefer a cheaper breakfast. …",36 out of 37 users found this review helpful
 tasty Maybe beneficial,5,"My midwife recommended this product, and I drank it throughout my second and third trimesters. My labor was slow, but I experienced nothing you might really call pain (pressure and some discomfort) all the way to 9 centimeters. Then I pushed 3 times and my son was born. I'm not saying for sure that it was the tea...but I didn't have labors like this with my other two. At any rate, it's tasty and not harmful. Just remember to tell your midwife or doctor that you're using it. I still drink it just cause I like it. …",18 out of 18 users found this review helpful
 Buyer Beware--I got screwed,1,"Why can't I give this a negative amount of stars??? I love these cookies and have bought them from Superstore before. The expiration date was always just a few months away--but I love them and had no problem eating all six packages in a short time. This time, I got my shipment May 2009 and the cookies all had a ""best used by March 09"" date on them. So....Superstore has now sunk to shipping goods past their expiration date. I haven't eaten any of them yet---I kind of turned off by the idea they are two month beyond the date they should be taken off the shelf. I will never buy these from Superstore again unless Superstore can assure me the product will be fresh. …",5 out of 12 users found this review helpful
 Wrong product!,1,"I ordered coconut butter, and received coconut oil. Wow. Awesome. Best part is that when I put in to return it, I'm not able to exchange it for the correct product. So, I have to sit and wait for a refund. This is unacceptable and quite inconvenient. When the invoice clearly says ""butter,"" why do you send ""oil?"" …",1 out of 17 users found this review helpful
 Austin Cookies & Crackers Veriety Pack,5,Good selection of single-serve cookies and crackers...handy to have around because there's something to please everyone. Good price and the product shipped quickly... …,14 out of 16 users found this review helpful
" Tastes great, price is way too high!",4,"I drink 1-2 of these a day, but Wal-Mart has 4-packs for $5.98. Why would someone spend $26 on twelve of them? Another vendor on Superstore has a 12-count for $69!!! WTF …",26 out of 26 users found this review helpful
