Title,Star Rating,Review,Helpfulness
 Great product!,5,"Ever since I started taking this coconut oil, my skin has improved so much. I take 3 tablespoons a day and it really does make a difference. It's great for soft and healthy looking skin, hair and weight loss (I combine it with cups of green tea as well for the weight loss part). I've ordered this twice so far. Definitely worth it. …",15 out of 15 users found this review helpful
 Outrageously openly stealing of our money.,1,"I thought I was ordering from a decent company Superstore, but I was wrong. They charged me $38 for only bunch of items but packed very nicely. Items like bunch of popcorn, only may be 50m g of pistachio, 3 candies, 3 to 4 cookies. What is this going one here?? I order 2 similar gifts but your company loot my money. I need to get my money back. I will post the photos of the items which we found inside the package inbeteen bunch of packing paper. THanks, Poonam …",21 out of 23 users found this review helpful
" Terrible! Chemical sweetener, not just honey.",1,"Tea&Honey hmmm sounds like it might be all natural but it's NOT. Before I even opened this box, the smell of it turned me off. I poured this into 20 ounces of water which was even more then the 16 oz it called for and then tasted it, GACK, this is clearly not honey! One swallow and I tasted this in my throat and mouth for an hour and the after taste is horrible. Even the glass I poured it out of, I couldn't get the smell out of even after washing it. This is so putridly sweet I could barely swallow it. I assumed this was as the front of the box said in BIG letters Tea&Honey, well it's not just sweetened with honey. The misleading product labeling did not clearly state that this is full of Sucralose (Nutrasweet by another name) and Maltodextrin two products I would NEVER put in my body knowingly. Both make me sick and give me migraines. Question is WHY? Why would you put artificial garbage, chemical sweetener in green tea that was already sweetened with sugar and honey? Lipton, this product is very misleading. You should Clearly state ""Artificial Sweetener"" and or ""Diet"" on the FRONT of the package so people who care what they put in their bodies won't buy this by mistake. Can't you just keep it all natural? …",41 out of 52 users found this review helpful
" Anne Stewart, RN -AKA Cat lover",5,I have 4 cats and one of them is a 14 wk old kitten. Great to have one type of food that is GOOD for any age cat. / They took to the food without any complaints. 2 of my cats are very stomach sensitive and have allergies but with this NEW food we've had no adjustment issues./ Despite the higher costs for this food.... it is worth every penny. To know that this food does not have the wheat gluten present that has killed so many other animals. I love my pets and it would just be the the worst thing I could imagine to serve them some food that would cause them harm or death./I HIGHLY recommend this product!!! …,16 out of 16 users found this review helpful
 good stuff,5,"this red clover tea is worth my money, i have shed 8 pounds in 3 weeks, i know its not a diet tea or anything but, i drink this twice a day eat my 3 regular small meals, and a fruit or a rice cake or something lowfat, the tea coupled with better eating habits and i ride my exercise bike and do a few stretches, lunges, lift a 5 pound weight in sets of 5's twice, for about 15 minutes total2 times a day, nothing long and drawn out. before 3 weeks ago i honestly weighed 199, that's a lot of weight if you are 5'2, mostly in my **** and thighs. today i weigh 190, today meaning march 20, 2012. i have a long way to go but that is a good start for me i love food it is hard but i find lowfat and sugarfree things to snack on. being overweight makes you tired easily, and the more tired you feel the more you will just sit around and when you sit around, yep you tend to snack. my goal is 170 pounds, yea that is still a lot of weight but i am a realistic person, i will not set myself up for a let down. if a should lose anything beyond 170 i will be very happy, i will update my quest on april 20, 2012. thanks …",15 out of 17 users found this review helpful
 Absolutely loving this!!,5,"I've always been a loyal ZICO coconut water fan, and so was extremely excited to hear about the new packaging...and I have to say that I was MORE than pleased! The new blend that they use reminds me more of the Thai coconuts I grew up drinking and the bottles make it so convenient for me to carry around with me since I'm always on the go. The concentrate does not bother me at all, as after doing some research online, my negative opinion of the term has completely been changed. It doesn't mean that it's not natural or that anything is added - it simply means that they have taken the water out and shipped over just the goodness (which by the way, is WAY more environmentally friendly than shipping water across the world!!) and added back the water through reverse osmosis. Hey, if you're a POM or Sambazon fan - then you know that they are from concentrate too! The flavors are super yummy too! I'm in love with the Pomberry. Another thumbs up about the bottle? It's 100% recyclable!! YUP! 100% - including the cap! There aren't too many products out there where you can recylce the cap. Also, it's made from number 2 plastic which means that it's made from recylced materials. I used to find it hard to recylce the carton packaging, as not many facilities knew how to recycle it since it's made from so many different materials. Two thumbs up on the new packaging and the new taste profile!! Now only if they came out with more flavors... …",8 out of 14 users found this review helpful
 Green Tea,2,Got the product fine but the package is all in Japanese. I wrote a feeback to vendor asking for some directions in English but no soap or no tea. I'll have to trial and error this. …,9 out of 29 users found this review helpful
 Hydrolyzed Soy Protein has MSG in it.,4,"It is **** tasty for instant noodles, but if you think it does not have MSG you are mistaken. Manufacturers are getting clever with naming things. Hydrolyzed Soy Protein contains MSG. The food industry calls this a clean label, they list an ingredient that includes MSG or other harmful chemical without having to list MSG. …",9 out of 12 users found this review helpful
 New morning pleasure,5,"I love this French Vanilla cappuccino! It is exactly what I was looking for to make in my Keurig. You see, I am NOT a coffee drinker so I am always on the look out for tea or other speacialty drinks to make in my Keurig. This would be similar to the Cafe Escapes Cafe Mocha and Chai Latte. It is a mix that fully emties when you run it through the Keuirg. A word of warning to the die hard coffee drinkers...this is not your Starbucks cappuccino. It's more like your gas station cappuccino, which was exactly what I was looking for. Great taste even on the largest cup setting on the Keurig platinum. My new favorite morning pleasure. …",72 out of 77 users found this review helpful
 Not a nice assortment,2,"I have wanted to try flavored coffee but didn't want to take the chance of buying a whole box and not likely the flavor. This was a good solution. I read the few reviews and took chance. Well I'm a little dissapointed. Most of the box expires by December which isn't to big of deal because I'll have them gone by then, but the assortment sucked. At least a third of them were the same flavor from the same maker. When you add that to the number of ""french vanilla"" ones that I got it's at least 2/3 of the box. I wanted an assortment, not mostly french vanilla made by a few different companies. I think I have 5 or 6 that weren't french vanilla. Oh and top it off, those 5 or 6 are the only different brands too. The rest of the box is Van Houtte coffee. …",144 out of 149 users found this review helpful
