Title,Star Rating,Review,Helpfulness
 Best dog food ever!,5,Since switching to Core my dog no longer has any sign of the skin or digestive problems that have plagued him for years! …,16 out of 16 users found this review helpful
 Child Slavery,1,"Hershey's supply line comes from West Africa where there is a prevalence of child slavery in the cocoa bean industry. They continually refuse to make their supply line transparent or implement changes to guarantee the safety of children. Don't think this is relevant to a product review? Consider if it was your child, friend, relative who lived in slavery - would you want people buying products harvested by them? It is no surprise that people do not find this review helpful. Why would we ever want to know that our affluence and comfort is the result of abusing children? Please let us go on in ignorance!! …",3 out of 14 users found this review helpful
 Not sure bottle was sealed,2,I srewed the top off the bottle without removing the hard plastic pull ring. Makes me wonder if it's safe to use. There is not other covering and I put the cap back on and it looks like it's never been opened! Since it's a powered supplement this doesnt look safe. I gave it a two because of the seal and the fact that I'll probably have to return it. …,2 out of 15 users found this review helpful
 Delicious.  Great for Popcorn!,5,We have been looking for a powdered cheese to put on our popcorn. This product is absolutely delicious. We will definitely purchase again! …,13 out of 13 users found this review helpful
 Unfortunately this contains...mono-diglycerides!,1,"I bought SIX of these based on the other Reviews....Unfortunately this contains...mono-diglycerides!...Even though it's unopened I'm not allowed to Return it! Boo! Hiss! )o= I'm out 26.00! (there was no mention of these in the description) Here's what my research found read my copy paste below... Mono-Diglycerides Just a New Name to Disquise An Old Silent Killer - Hydrogenated Oils First, let me make it clear, mono-diglycerides are nothing more than hydrogenated oils. There are those that will say I do not know what I am talking about concerning this new name the food industry is using for hydrogenated oils, but let me assure you, mono-diglycerides are hydrogenated before separated into mono-diglyceridies. The ""mono"" means they are a combination of various oils mixed together, hydrogenated, then certain fatty acids called diglycerides are then separated out. It is truly amazing how many people when confronted with the truth will still try to convince others the opposite of the truth. Mono-diglycerides remain the most widely used emulsifiers in food production. They are called mono-digylcerides because they are made from oils that have a high mono saturated fat content, but they are still hydrogenated. These are used in a wide variety of food manufacturing such as, breads, bagels, muffins, cookies, cakes, pies, donuts, pasta mixes, potato chips, ice creams, almost all packaged desserts, nearly all margarines and other spreads. Your local grocery bakery including Walmart bakeries use these oils. New margarine spreads Benecol(tm) and Take Control(tm) contain hydrogenated oils . Just read your label. Remember...its' your health! There are many food oil companies that produce mono-diglyerides. So when you read mono-diglycerides on packaged foods, it is nothing more than hydrogented oils. Below is a sample of one product listings from Gillco, oils manufactured by Quest International, one of the largest food oil producing companies worldwide. Gillco's url address is [...]. They sell mono-diglycerides using these names, Myverol®, Myvacet®, Myvatex®, Myvaplex® and they stipulate on the company's fact sheet that they are ""hydrogenated"". *****I'm not going to eat this...but I'm not condemning anyone else that does...Skippy Natural Peanut Butter is safer in my opinion. But that's just my opinion!~ (= …",16 out of 22 users found this review helpful
 NOT edible,1,"This product tastes like soap. When I called the company to see why, they said it's not food grade. Literally tastes like soap, so it must have been lingering and co-mingling with soap products. The raw tag is misleading - I thought this was edible cocoa butter that you make raw food desserts from. Now I have a pound of chocolate smelling, soap tasting, rock hard chunks to fool with. Very disappointed. …",17 out of 24 users found this review helpful
 Based on beef being grass fed however . . .,5,"the other ingredients are not so healthy and unfortunately I'm unable to review the flavor as I forgot I can't have beef anymore (due to health issues). Ingredients: beef, flavoring supplement (salt, dextrose, corn syrup solids, maltodextrin, spices, spice extractives, soybean oil), vinegar, brown sugar, liquid smoke, salt, black pepper, garlic powder, spices Here is some info found on the internet: Maltodextrin ~ maltodextrin from corn or soy can be very unsafe/poison for anyone. As all GMO products like corn and soy are genetically engineered from the monsanto company. they insert a bacteria in all GMO products, and this changes the natural organic developing of corn or soy. do not buy anything that contains maltodextrin or titanium for your own health. Maltodextrin made in the US is made from corn. Corn in the US is a GMO food so Maltodextrin as derived from a Gmo is extremely unsafe. Soy ~ this particular info from: (...) . . .fermented soy products such as natto, tempeh, miso and soy sauce, and enjoying the health benefits. Fermented soy does not wreak havoc on your body like unfermented soy products do. Here is just a sampling of the health effects that have been linked to unfermented soy consumption: *Breast cancer *Brain damage *Infant abnormalities *Thyroid disorders *Kidney stones *Immune system impairment *Severe, potentially fatal food allergies *Impaired fertility *Danger during pregnancy and nursing and for all ~ Jesus Christ (Yahushua HaMashiach) is coming back. Don't leave this world without Him... Gift of God With all the bad going on in the world, God wants us to tell everyone about His good news. It's so fascinating always watching everything unfold just like the Bible predicts. I am often sent emails saying to forward it to everyone on my list if I am not ashamed of Yahweh (God) and His Messiah Yahushua HaMashiach (Jesus Christ). I do not forward those emails cuz I don't trust them (I'm not computer literate either), so I am sending this to everyone on my list (along with everyone else), as God does command us (no matter what the consequence to us) to share His good news with every one of His Messiah providing us with the only good way out of this world. Yep, just like it says it's going to happen in the Holy Bible (no matter which version is chosen to be believed or not believed), it's gonna get beyond tragically ugly here. If we think that there's been bad stuff already happening, we ain't seen nothin yet. Pretty much (if I remember correctly, but it's in the Bible), God unleashes 7 plagues the likes of which the world has never seen nor will see again (remember Sodom and Gomorrah, Noah's Ark and the great flood, etc., etc.); God abhors sin of which we are all guilty; no matter how big or how small (even the little white lie); sin is sin to God, and the penalty for sin is eternal death and separation from God. The Bible also tells of the Mark of the Beast that the coming world leader (the anti-Christ) will force everyone to take (either on their right hand or forehead). If you don't take the mark you will die. The thing about that is that we are all going to die. If you take the mark though, you will be damned eternally to hell and without God. The good news is that God loves us so much that He provided a way for us to be with Him eternally in heaven instead of eternally dead in our sins. For those who choose to believe, repent (turn back to God), receive and follow His command (not request) to accept His only holy blood covering for our sins, Yahushua Ha Mashiach (Jesus the Christ), we will be allowed to join Him in the new heaven and new earth that God says He will replace after all that is destroyed during this tribulation period of utter horrible death and destruction. Whether we believe in God or not, heaven and hell or not, we all believe that we are all going to die, just like we all believe that we need air to breath even if we can't see the air, along with if we jump off a tall building, we will fall cuz of gravity, which we also can't see, etc., etc. The question is, will we die only once with and for God if we repented, received and followed the sin covering that God provided for us through the perfect shed blood sacrifice of His Messiah Yahushua, who beat death and hell when He rose again and thus through His shed blood covering our sins, we will be able to enter into heaven with God forever? Is our choice instead to reject God's Messiah and take the easy way out while we still have to live in this world along with accepting the mark of the Beast from the antiChrist that's coming (or already here) that will lead this war against Israel? God says that we cannot serve two masters; that we have to choose to live and die once for Him or live and die forever without Him. It's just sad that people would rather have the temporary comfort leading to the eternal torment of satan than the temporary trouble leading to the eternal freedom and blessings of God. God's Word, whether we choose to believe is real (like Him) or not (and which has been proven true and continues to do so); I believe is as true as it was yesterday, is today and will be forever (just like Him with His swift terrible justice and His immeasurable love for us all because He provided our eTicket to heaven, the sacrificed and risen Yahushua the Messiah). Will you die with God or without Him? Will you die for Him or against Him? Will you accept the bail (Yahushua HaMashiach) that He paid on your behalf to get out of satan's hell so that you can enter into His heaven? My prayer is that all will ask Jesus Christ (Yeshua or Yahushua the Messiah) into their heart and follow Him so that all may know God's plan for our eternal salvation (rescue from our sins and eternal separation from God in hell) through His perfect sinless sacrificial substitute for our sins, Yahushua, and know His boundless, unconditional love, light, ultimate peace, power, strength, comfort, mercy, grace, beauty, healing, hope, joy and blessings, for you are so very precious in His sight! It's God's way (that He says in His Holy Word is only through His Holy Son Yahushua) or the highway (straight to hell). May God have mercy on us all on our way to finding (or rejecting) and then serving Him! Jesus is my hope in life and my life in death. Please take very good care, shalom and may you find healing and eternal life in the holy name of Jesus Christ! Yahushua loves you! …",3 out of 38 users found this review helpful
 Can't judge by the wrapping,2,"Upon hearing that I love chocolate, a friend sent this. I ate a couple of pieces and threw the rest away. It was waxy and not the least bit sweet. Choxie is creamier and more flavorful than this stuff. …",4 out of 35 users found this review helpful
 Good and Bad,3,"I have a three year old, 60 lbs black lab that can destroy most anything. She plucked that treat plug right out of the treat ball ball in less than 10 minutes and devoured the treat within 15. Not good. HOWEVER! I placed an apple slice within the middle compartment of the ball and she was challenged for a little less than an hour to get all the apple pieces out. If anything entertains her for more than a half an hour, it's amazing! …",43 out of 44 users found this review helpful
 love this p;roduct!,5,"I am the mom of a recently diagnosed celiac kid. This was my first time baking anything gluten free and I have to say this is fabulous! I made Ghirardelli chocolate chip cookies following the directions on the package, just substituting Namaste flour for the regular and they came out great! My husband cannot believe they are gluten free! I am so happy to find this product and I will be using it in all my recipes that call for regular flour. I threw out my bag of gold medal flour and am now confident I can bake gluten free! I can't wait to try other products from this maker. …",12 out of 12 users found this review helpful
