Title,Star Rating,Review,Helpfulness
 Super Cuppa Java,5,"I am a coffee drinker of the first order. I used to drink a couple pots a day, but now I've cut way, way back, so now that I'm not into quantity, I'm into quality. I really enjoy, really savior a good cuppa joe. I've given up my Mr. Coffee and now have a Home Brewing System and I make my coffee a cup at a time and I really love it. It only takes a minute to make a cup and each cup is different, depending on my mood. I've been drinking K-cup coffee for a couple years now and have more of these little cups in my house than you can shake a stick at. For awhile I used a Carosel , made by Keurig, but I had to keep filling it and also it was kind of clumsy for me. Besides, my coffee affliction is way to huge to be held down to a little spinning coffee merry-go-round. For the first few months my coffee problem went spinning out of control. I had boxes and boxes of coffee in my pantry, refrigerator, cupboards, garage, even in the trunk of my car, but now I've sort of got my gourmet coffee disorder in hand and down to twenty-eight flavors. For Breakfast I have my favorite seven and they are: Timothy's World Coffee, Extra Bold Fair Trade Nicaraguan, Timothy's World Coffee, Midnight Magic, Bold, Timothy's World Coffee, Kona Blend, Tully's French Roast Coffee K-Cups, Coffee People Bold Black Tiger Dark Roast, Timothy's World Coffee, Morning Blend and Coffee People Coffee, Wake Up Call Bold. For Lunch I have my favorite seven and they are: Gloria Jean's Coffees Hazelnut Coffee, Emeril's K-cups, Big Easy Bold, Gloria Jean's Coffees, Black Gold Extra Bold, Timothy's World Coffee, Private Blend, Timothy's World Coffee, Extra Bold Parisian Nights, Timothy's World Coffee, Colombian La Vereda and Gloria Jean's Coffees GJ Special Blend And for dinner, yes I drink coffee in the evening as well, but that's not so bad, considering I don't drink alcohol, don't smoke, don't eat sweets and eat very little meat. Sometimes I'll eat meat, but not often, so a cup of coffee with dinner doesn't seem so bad, considering. If it kept me up at night, well then that would be different, but it doesn't. Anyway for dinner I'll drink one of these seven: Tully's Full City Roast Coffee, Gloria Jean's Coffee, Mudslide, Timothy's World Coffee, Italian Blend, Green Mountain Coffee K-Cups Dark Magic Extra Bold, Green Mountain Coffee Nantucket Blend, Timothy's World Coffee, San Lorenzo Dark and Gloria Jean's Coffee, Classic Reserve. And then there is my absolute favorite, number twenty-two and that is Bold Rainforest Espresso , a Timothy's World Coffee. I keep my k-cups in three large assorted tupperware tubs, marked in red sharpie, of course, Breakfast, Lunch and Dinner. So when I reach into the breakfast tub for example, I never know which of the seven flavors that I'm going to wind up with. I don't drink coffee during my meal, but afterwards, instead of desert. It's a quiet time for me. I think and reflect over my coffee as I delight in each and every sip. I know for some, having twenty-two different flavors of coffee in my kitchen might seem a bit much, maybe even a bit quirky, well everyone's gotta have their quirks, besides, I've cut way down. Now, about that twenty-second flavor. When I absolutely have to have an extra cup during that quiet, coffee drinking them, then that's the flavor I go for. How often does that happen, when one cup isn't enough? Only about once a day. Still, from two pots a java a day, down to four cups, is a pretty good thing, I'm not as wired as I used to be, but let's face it, I'm still running on coffee. That's not so bad though, better a coffee crutch than something else. In my opinion these are the twenty-two best cups of joy in the whole wide world. At least the best twenty-two flavors I've come across in the hundreds I've tried. But please don't take my word as gospel, everybody's different. You have to dive right right in, take a chance, try several flavors till you find the one or the twenty-two that you like best. …",16 out of 20 users found this review helpful
 Fantastic Low Carb Pasta! Highly Recommended,5,"This great tasting pasta is a diabetic's Godsend! Being a Type 2 Diabetic, I am always looking for ways to reduce my carb intake. Up till now that has meant avoiding pasta completely since a single serving of normal pasta has about 35 - 40 carbs. This has been one of the biggest impacts to my diet as we love Italian cooking. I was not sure about Dreamfields' claim to only have 5 carbs, but we gave it a try anyway. After having a full serving, my blood sugar levels only took a modest rise, about what I would have expected from 5 carbs (plus the 15 others from the rest of the meal)! It does cost more than regular pasta, but it is worth it to me to be able to eat pasta again. Highly Recommended! …",13 out of 13 users found this review helpful
 Perrier Water Lemon,1,Horrible! My own fault for not paying closer attention. I thought I was ordering regular Perrier water. NO ONE will drink the one with Lemon in it! Sorry …,2 out of 21 users found this review helpful
 Not as good as I had hoped,2,"I've been hooked on NOW's spearmint tea for awhile, and when that was unavailable for a time, I found this. I'd been wanting the benefits of green tea again anyway, and this seemed the ideal mix of the two, with the added bonus of peppermint and lemongrass. The glowing reviews here sealed my decision...but alas, I sadly haven't found this to be as wonderful as they did. I find this tea to be pretty bland no matter how little or long I steep it, and there's barely a trace of either mint to be detected. Now anything like this is going to be a matter of personal taste, obviously. I do recommend trying a single box if you can before committing to the case of 6. …",12 out of 13 users found this review helpful
 BumbleBee Ruined this New England Classic,1,"What the flipping hell did they do to my clam chowder?? Normally, I eat healthy foods. We are a mostly-vegetarian household, but once in a while, PMS demands that I have some clam chowder. Snow's Clam Chowder to be exact. It is one of my few comfort foods, and I spiff it up a little so it really is like a good, hearty, restaurant clam chowder. It is delicious and creamy and has clams and makes me happy. I picked up a can at Market Basket the other day. I noticed that Snow's is now ""Snow's by BumbleBee."" Ruh-roh, Shaggy. It smelled wrong when I opened the can. Not bad or spoiled, just not right. The texture was all wrong. The color was different. Since I am apparently a doofus, I made it anyway. This stuff truly sucks. It has NO flavor. It tastes pretty much like lumpy school paste. Only more bland. Not even salty crackers made a bit of difference. There was no warning on the label. Usually, when a company screws around with a tried-and-true recipe and ruins the product, the add a ""NEW! Improved!"" warning to the packaging to alert the public of their meddling. They didn't even do that. They just ruined it without any warning, and now my chowder is disgusting. I've been eating Snow's for forty years, but Look's will be getting my chowder business, now. It may well be a dollar more per can, but that's well worth it since they know enough to leave a good thing alone. …",19 out of 19 users found this review helpful
 homemade truffle butter ingrediant,4,I use this along with black winter truffles and dried morel mushrooms and make 3 lbs of truffle and morel mushroom butter for my thanks giving turkey I slice 1 lbs and put under the skin of the bird and 1.5 lbs in the cavity of the bird.I made it last year and OMG that was the best bird yet.I now have a huge house full and people I dont know show up for my turkey. Eaven my wife eats it LOL. …,8 out of 15 users found this review helpful
 Found the solution on how to open it,2,"I bought this because I had been seeing this pod in magazines and other places. I thought it would be a great addition to my fridge to save money on cilantro. However, this is very poorly designed. I could not open it whats-or-ever, even after searching through reviews after reviews. Finally, my genius boyfriend found the solution! Basically, you will need to open it from the BOTTOM. You will need to squeeze the two sides next to the cap in order to open it. You will have to be careful when you are opening or closing it while there's water in the pot. If any one who is reading this still having problem opening it. Let me know. I'll try to explain it better there. But anyway, this is a pretty useless product for its productivity, but a bit more useful if you are too lazy to make your own, and wants a prettier fridge. You can make you own with a cup (or any container) filled with a bit of water and wrapped in plastic bag with the herb....(so unless you have money to waste, don't buy this useless pot). …",14 out of 14 users found this review helpful
 Chemical supplements should be taken based on the advice of a qualified health care provider,2,"As I have problems with sleep at night and tried all sorts of things which are most commonly recommended to improve it, I tought I try this well rated product. I tried it in all the various recommended dosages. But it didn't make the slightest difference for me. Thus I guess that it probably only works if the cause of the unrest is a magnesium deficiency. Reportedly: ""With supplements, overdose is possible, however, particularly in people with poor renal function; occasionally, with use of high cathartic doses of magnesium salts, severe hypermagnesemia has been reported to occur even without renal dysfunction"". ""Safety Issues The US government has set the following upper limits for use of magnesium supplements: Children 1-3 years: 65 mg 4-8 years: 110 mg Adults: 350 mg Pregnant or Nursing Women: 350 mg"" ""It has been called nature's calcium channel blocker."" ""Magnesium assists in calcium uptake, but it also competes with dietary calcium for the same absorption site in the intestine. Excessive dietary calcium (or phosphorus) is much more likely to block magnesium absorption than vice- versa in the typical American diet. Magnesium absorption is also inhibited by excessive dietary fat, phosphate, lactose, phytates and oxalates which form insoluble compounds with magnesium. Magnesium is also lost in diarrhea, long term use of diuretics, excessive sugar intake and protein malnutrition... ... there are lower levels of minerals in food today due to depletion of the soil in modern farming methods. (23) Modern methods of milling, processing and the preservation of food cause nutrient losses, eg 85% of magnesium is removed from whole wheat in the milling."" Thus it is advisable to consult a qualified health care provider if a deficiency is suspected. It's usually best to avoid deficiencies by a healthy diet: ""Kelp is very high in magnesium, as are whole grains, almonds, and cashews..."" …",5 out of 40 users found this review helpful
 good stuff,5,I received the product quickly and it was fresh. I am not sure there is much more to comment about the product other than those two items. …,5 out of 21 users found this review helpful
 Good stuff and cheaper than vet bills,5,"I have three dogs, a minpin, a lab, and an aussie pup. My min-pin got sick recently. It was pancreatitis and kidney problems. His liver was a mess too. After he got out of the vet hospital (800 bucks later) they wanted him to eat a prescription food that they sold. He hated it. Would NOT eat it. I got the Wellness through a reccomendation and it has been a life-saver. My minpin is healthy now. His liver is fine, as are his kidneys and pancreas. He looks years younger with his shiny coat. My lab and my pup are looking fabulous as well. Whats ironic is that I WAS feeding a supermarket wet food and it was costing me 90 bucks a month to feed these guys. Now, it's cheaper, they are healthier and they LOVE it. I have never seen dogs freak over dry food like they do over this. If you can afford it, I highly recommend this product. It saves you money in the long run and makes your pets happy and healthy. …",18 out of 19 users found this review helpful
